Timestamp,MCC,MNC,PLMN,TMSI,LMSI,TLLI,LAI,RAI,Network_Type,Device_Type
260315070615+0200,206,5,20605,61484043,35583290,90447099,206-05-***,206-05-5719-66,5G,Tablet
260303175330+0100,206,10,20610,61818612,99078806,97512508,206-10-***,206-10-7798-53,5G,Tablet
260308040648+0200,206,1,20601,40532691,22130508,68246664,206-01-***,206-01-3068-74,5G,Tablet
260318171454+0100,240,24,24024,44269370,99501846,11261301,240-24-***,240-24-3725-98,4G,Smartphone
260316153305-0700,310,260,310260,57287718,39394291,95445405,310-260-***,310-260-2210-66,4G,IoT Device
260304101712+0200,206,5,20605,40281491,63339667,84801233,206-05-***,206-05-2591-90,5G,Smartphone
260308181300+0000,234,30,23430,41514326,82148284,28208520,234-30-***,234-30-1228-43,5G,Smartphone
260313070330-0800,310,410,310410,12866549,16788532,54762841,310-410-***,310-410-9850-63,5G,IoT Device
260315223843+0100,206,5,20605,25253751,18530615,73920651,206-05-***,206-05-2124-80,3G,IoT Device
260305221707-0700,310,120,310120,49580505,70896652,77853916,310-120-***,310-120-8405-74,3G,IoT Device
260322010049-0500,310,120,310120,99927658,26405605,65137801,310-120-***,310-120-4522-65,4G,Smartphone
260319000140+0100,234,38,23438,51471222,55610493,57113566,234-38-***,234-38-1842-46,5G,Tablet
260225111755+0100,240,4,24004,65590800,46663833,38933176,240-04-***,240-04-7566-18,3G,IoT Device
260310202940+0200,240,16,24016,84990607,99663907,57535513,240-16-***,240-16-2816-46,5G,IoT Device
260320181219+0200,240,1,24001,39738898,54703713,32566390,240-01-***,240-01-8147-12,4G,Smartphone
260228013936+0100,240,5,24005,46866075,89379016,17539294,240-05-***,240-05-6724-54,5G,IoT Device
260223105529+0000,234,20,23420,15253567,43251599,68754920,234-20-***,234-20-8565-67,3G,Smartphone
260322052411-0600,310,410,310410,96368203,54087376,27152188,310-410-***,310-410-7108-46,4G,Tablet
260224174146+0200,240,8,24008,58895439,41880763,69619341,240-08-***,240-08-1298-56,4G,Smartphone
260228200542+0100,234,15,23415,78901038,29776801,68716573,234-15-***,234-15-9749-40,4G,Tablet
260321193544+0100,240,24,24024,83659258,91722503,80836292,240-24-***,240-24-6727-13,4G,Smartphone
260314063439-0500,310,410,310410,80606503,83025444,78092370,310-410-***,310-410-4893-48,3G,Smartphone
260306004111+0200,240,24,24024,52358553,51617680,79173614,240-24-***,240-24-1713-91,4G,Tablet
260228074447-0800,310,410,310410,20746667,54012664,98707076,310-410-***,310-410-1599-92,3G,Tablet
260310125012+0100,234,30,23430,30594121,70387584,59790013,234-30-***,234-30-7981-31,5G,Tablet
260221022554+0100,234,10,23410,99635939,56630633,18715975,234-10-***,234-10-3255-77,4G,Tablet
260227180533+0100,234,15,23415,70394554,72523073,79438885,234-15-***,234-15-3852-56,5G,Smartphone
260223001618+0000,234,33,23433,32978158,98413629,93816177,234-33-***,234-33-3981-26,4G,IoT Device
260227073017+0000,234,10,23410,52857920,56354851,63514837,234-10-***,234-10-2330-15,5G,IoT Device
260228041244+0200,206,1,20601,71368457,42310051,38876195,206-01-***,206-01-6228-40,4G,Smartphone
260226142058+0000,234,10,23410,92012822,25946545,27268907,234-10-***,234-10-5609-73,5G,IoT Device
260303122055+0200,240,8,24008,78412668,81449442,75746104,240-08-***,240-08-6555-81,4G,Smartphone
260313020436+0100,234,10,23410,30324759,65426567,37365878,234-10-***,234-10-7035-52,5G,Smartphone
260222165344-0800,310,120,310120,85227370,46702849,48626436,310-120-***,310-120-3262-76,3G,IoT Device
260228081713+0200,240,16,24016,73404979,23494908,28450513,240-16-***,240-16-6654-28,4G,Smartphone
260225021108+0100,240,16,24016,80372842,76291802,28012011,240-16-***,240-16-8793-71,5G,Smartphone
260228090654-0700,310,260,310260,45835371,54241559,50526484,310-260-***,310-260-2845-52,3G,IoT Device
260317030149+0200,240,8,24008,69961498,80890196,58557943,240-08-***,240-08-4871-17,5G,Smartphone
260222094040+0100,240,1,24001,10404729,39246218,87619624,240-01-***,240-01-9972-74,3G,IoT Device
260321225554+0100,240,16,24016,50045602,72143331,83074216,240-16-***,240-16-6644-99,3G,IoT Device
260225205954-0800,310,260,310260,41428626,87324220,52802529,310-260-***,310-260-5055-68,4G,Smartphone
260318194809+0000,234,20,23420,72146184,17734153,85482164,234-20-***,234-20-3347-94,5G,Smartphone
260304060654-0800,310,260,310260,42560305,91121400,37449289,310-260-***,310-260-7363-41,4G,Smartphone
260320162050-0600,310,410,310410,54273769,40872577,60981231,310-410-***,310-410-5637-58,4G,IoT Device
260305134911+0200,206,10,20610,92924441,95594482,99490304,206-10-***,206-10-5216-72,5G,IoT Device
260225124229-0800,310,120,310120,42642810,40314047,50261914,310-120-***,310-120-1108-78,5G,Tablet
260310061551+0100,240,2,24002,88790652,29353063,63458386,240-02-***,240-02-7640-58,4G,IoT Device
260222142448+0200,240,4,24004,67961650,34929311,88634827,240-04-***,240-04-4939-82,4G,IoT Device
260222141227-0500,310,410,310410,84386123,22490873,90117857,310-410-***,310-410-5037-19,3G,Tablet
260222223523+0100,234,10,23410,36246038,71453148,24357588,234-10-***,234-10-5781-62,4G,Smartphone
260304235822+0200,206,1,20601,89487366,83233096,34149421,206-01-***,206-01-7483-52,5G,Tablet
260310060434+0200,240,5,24005,32325574,96838849,92232236,240-05-***,240-05-8183-47,5G,Smartphone
260305110546+0200,240,8,24008,71113711,37765262,79942848,240-08-***,240-08-8052-23,3G,Smartphone
260320221434-0700,310,480,310480,36484437,70340936,89484162,310-480-***,310-480-2599-66,5G,IoT Device
260228010629-0800,310,120,310120,89211057,21375216,27978165,310-120-***,310-120-4519-36,4G,IoT Device
260306142722+0000,234,15,23415,36189702,61532114,85374270,234-15-***,234-15-6003-24,3G,Tablet
260221035741-0800,310,480,310480,67063296,23746101,97734330,310-480-***,310-480-7809-66,4G,Smartphone
260223020007+0200,206,1,20601,22780905,28198434,65243509,206-01-***,206-01-8368-43,4G,Smartphone
260224203723+0200,240,4,24004,39236638,67665720,38434222,240-04-***,240-04-3174-41,3G,IoT Device
260319061944-0700,310,410,310410,63196064,93967184,51004756,310-410-***,310-410-5646-53,5G,IoT Device
260306004450+0200,206,1,20601,81203615,85603667,11137460,206-01-***,206-01-2559-10,3G,Tablet
260311053944+0200,206,10,20610,91460345,78386961,35319707,206-10-***,206-10-4490-90,5G,Smartphone
260312220657-0700,310,120,310120,48451741,94365330,77249653,310-120-***,310-120-4921-73,4G,Smartphone
260321011702-0800,310,480,310480,99399687,98322292,33574794,310-480-***,310-480-2350-91,5G,IoT Device
260319135051+0100,240,4,24004,44241100,23811663,87029205,240-04-***,240-04-1185-30,4G,Tablet
260301012042+0100,240,1,24001,47890586,51701149,53929586,240-01-***,240-01-1721-11,3G,Smartphone
260226235040+0200,240,1,24001,76038997,18038980,29109045,240-01-***,240-01-7044-35,4G,IoT Device
260308010856+0000,234,10,23410,88478184,24626086,30858851,234-10-***,234-10-4792-76,4G,IoT Device
260223154233+0100,240,24,24024,70693413,84618850,83835976,240-24-***,240-24-8635-50,4G,Smartphone
260222045948+0100,206,20,20620,13957046,61369075,67265875,206-20-***,206-20-2669-27,3G,Smartphone
260311235833+0200,206,5,20605,56175477,85920407,77430081,206-05-***,206-05-4066-45,4G,Tablet
260309102751+0100,234,20,23420,13785821,57201978,86188876,234-20-***,234-20-3946-13,4G,IoT Device
260224054813+0100,206,20,20620,98870866,63095937,88653825,206-20-***,206-20-9882-49,3G,Tablet
260309060446+0200,240,7,24007,76596831,28876833,54448673,240-07-***,240-07-6285-27,3G,IoT Device
260305184203+0100,240,8,24008,70570772,19893106,14484588,240-08-***,240-08-6234-31,5G,Smartphone
260319203116+0000,234,20,23420,41883191,22873617,16661956,234-20-***,234-20-5278-23,3G,Tablet
260319202848-0800,310,260,310260,69830944,15988382,45338986,310-260-***,310-260-1893-56,3G,Tablet
260312212647-0800,310,410,310410,29790089,26143959,70269093,310-410-***,310-410-4706-44,5G,Smartphone
260322022501+0100,206,5,20605,88911183,88205594,23449152,206-05-***,206-05-4157-26,3G,Tablet
260318194613+0100,240,7,24007,23182514,40595926,28036919,240-07-***,240-07-9775-54,4G,Tablet
260319075226+0100,234,20,23420,58368724,36724061,46772637,234-20-***,234-20-5414-63,5G,IoT Device
260316083421+0100,234,33,23433,78891441,12691381,11194267,234-33-***,234-33-7503-91,3G,IoT Device
260228212116-0600,310,260,310260,55135227,47108953,95979171,310-260-***,310-260-1138-38,4G,IoT Device
260304084104+0100,234,20,23420,49431028,23100061,73187139,234-20-***,234-20-5895-34,3G,IoT Device
260227132424+0200,206,5,20605,28436852,36883353,55992373,206-05-***,206-05-6499-93,3G,Smartphone
260303090030-0800,310,260,310260,53246714,81274148,35578773,310-260-***,310-260-6183-33,3G,Tablet
260227134533+0100,240,5,24005,27610141,38345472,12941149,240-05-***,240-05-4707-98,4G,Tablet
260302173610+0100,206,10,20610,66213840,24081350,78663747,206-10-***,206-10-1612-58,5G,Tablet
260303100446+0200,240,2,24002,96481420,41025808,71304112,240-02-***,240-02-2741-73,3G,IoT Device
260321013018+0100,234,30,23430,97086700,32384662,25174194,234-30-***,234-30-1820-22,3G,Smartphone
260226054923+0100,206,5,20605,22783183,68095862,98813650,206-05-***,206-05-2699-63,5G,Tablet
260222004758+0200,206,10,20610,70004467,52421060,25932563,206-10-***,206-10-7305-29,5G,IoT Device
260314174824-0500,310,120,310120,57665946,95048563,49189370,310-120-***,310-120-7609-62,3G,IoT Device
260304103542+0000,234,10,23410,84252780,68090825,88533572,234-10-***,234-10-3689-73,3G,IoT Device
260222051245-0600,310,260,310260,56344519,27806897,97253117,310-260-***,310-260-3103-23,4G,IoT Device
260303192938+0200,206,1,20601,92692727,85414925,40106027,206-01-***,206-01-6771-81,4G,IoT Device
260311135534-0600,310,410,310410,84705402,45465638,27457234,310-410-***,310-410-1769-58,4G,Tablet
260314112839+0200,206,1,20601,38635863,99031246,54544651,206-01-***,206-01-6415-69,5G,Smartphone
260312212502+0100,234,20,23420,52991650,78973779,21052218,234-20-***,234-20-4579-89,5G,Tablet
260309122553+0100,240,1,24001,52467059,12267067,62278055,240-01-***,240-01-2072-36,5G,IoT Device
260313045524+0100,240,2,24002,26540343,15606696,10675093,240-02-***,240-02-1745-99,3G,Tablet
260305013742-0500,310,410,310410,23427820,48270459,93150000,310-410-***,310-410-4441-54,3G,Tablet
260301114956+0100,240,8,24008,96644469,91420187,21002322,240-08-***,240-08-8960-67,4G,IoT Device
260306200245+0000,234,33,23433,63255602,58837208,77399750,234-33-***,234-33-4218-43,5G,IoT Device
260308051758+0100,240,4,24004,45341684,87662596,83061428,240-04-***,240-04-9423-27,4G,Smartphone
260312153737+0200,206,20,20620,25882013,98732634,40916561,206-20-***,206-20-6985-85,5G,Smartphone
260223162935-0700,310,120,310120,39070676,70291054,91406527,310-120-***,310-120-8889-96,4G,Tablet
260313014002-0800,310,260,310260,90505645,15239398,81327320,310-260-***,310-260-4594-62,5G,Smartphone
260225072057+0100,240,24,24024,10954835,87576121,80134216,240-24-***,240-24-3135-87,5G,Smartphone
260311052218+0100,240,16,24016,56218720,63436070,28531242,240-16-***,240-16-4365-98,4G,Tablet
260305073907+0100,240,24,24024,17712557,33524492,95938445,240-24-***,240-24-3650-22,3G,IoT Device
260314102748-0800,310,120,310120,85042992,88239864,56720553,310-120-***,310-120-4304-94,5G,Tablet
260228045523+0100,234,15,23415,74688940,25605267,44603983,234-15-***,234-15-4187-68,4G,IoT Device
260319155810+0200,240,5,24005,37214866,43513553,93026670,240-05-***,240-05-4767-50,4G,Tablet
260316054301+0000,234,10,23410,56612335,62843790,33461307,234-10-***,234-10-2964-20,5G,IoT Device
260222092442-0500,310,480,310480,34144323,86693314,27601200,310-480-***,310-480-6171-98,3G,Smartphone
260306135425+0100,206,10,20610,54916840,44865621,58447502,206-10-***,206-10-4863-81,4G,Tablet
260321091658+0100,234,20,23420,31743203,56120632,40630893,234-20-***,234-20-1324-62,3G,Tablet
260317191551+0100,234,38,23438,21173787,23949034,45225746,234-38-***,234-38-5773-44,5G,IoT Device
260315044110+0100,206,20,20620,56596140,74646194,82433029,206-20-***,206-20-6068-39,3G,IoT Device
260315103201+0100,206,20,20620,43540489,31913660,96703417,206-20-***,206-20-6044-56,4G,Tablet
260315203825-0800,310,260,310260,34956121,23726915,47864772,310-260-***,310-260-5308-20,4G,IoT Device
260301025752+0000,234,38,23438,61646699,69453211,43173547,234-38-***,234-38-8183-11,3G,Smartphone
260227220523+0100,240,24,24024,11198544,15636254,87990837,240-24-***,240-24-2539-76,5G,Smartphone
260225005301-0600,310,410,310410,82844534,75779034,35471281,310-410-***,310-410-2466-41,3G,Tablet
260314015234+0200,206,10,20610,30687181,92280734,48000942,206-10-***,206-10-8674-45,5G,IoT Device
260302192920+0100,234,38,23438,72821834,95753950,18147041,234-38-***,234-38-6276-24,3G,IoT Device
260227021030+0100,234,20,23420,34212413,83815115,63896091,234-20-***,234-20-1955-88,4G,IoT Device
260318140605+0000,234,33,23433,39781129,38833029,52265790,234-33-***,234-33-8258-55,4G,IoT Device
260307044047+0200,240,4,24004,17505818,54881018,56698401,240-04-***,240-04-2544-14,4G,Tablet
260315114523-0800,310,120,310120,21079017,73868130,86697457,310-120-***,310-120-4714-93,5G,Smartphone
260309004623+0200,240,7,24007,56241350,89708841,97967622,240-07-***,240-07-2393-61,5G,Tablet
260307124646+0200,240,4,24004,80231557,44716489,83658696,240-04-***,240-04-6729-88,4G,IoT Device
260221180908-0600,310,120,310120,21813934,35020518,36692577,310-120-***,310-120-7170-84,5G,IoT Device
260314143954-0500,310,120,310120,66013532,42260681,86893142,310-120-***,310-120-5053-77,4G,Tablet
260322072227+0200,206,10,20610,95476210,46748299,30395330,206-10-***,206-10-6395-67,5G,Smartphone
260310152502+0100,206,5,20605,12015179,46219821,65437830,206-05-***,206-05-4026-13,5G,IoT Device
260312040203+0100,206,5,20605,84853354,61995659,79273350,206-05-***,206-05-2083-32,4G,IoT Device
260226080557+0100,240,7,24007,22103709,43565477,53496580,240-07-***,240-07-8201-60,4G,Tablet
260227053859+0100,206,1,20601,10474177,93558632,43971980,206-01-***,206-01-2870-67,5G,Tablet
260301053557+0200,240,24,24024,90971604,50056146,54440977,240-24-***,240-24-9169-79,3G,IoT Device
260228105323+0100,240,2,24002,80416822,38164968,38058347,240-02-***,240-02-7831-32,3G,IoT Device
260315083306+0100,240,2,24002,92585240,65650977,65571661,240-02-***,240-02-8924-98,5G,IoT Device
260227144139+0200,240,8,24008,82070563,54977656,72071682,240-08-***,240-08-4478-11,5G,Smartphone
260315121808-0500,310,410,310410,70653840,50618137,39009803,310-410-***,310-410-6169-81,5G,Smartphone
260318012957+0000,234,10,23410,54733393,72663022,16192775,234-10-***,234-10-7131-14,3G,Smartphone
260224160800+0200,240,1,24001,42859865,32988138,19562056,240-01-***,240-01-6114-91,3G,Tablet
260306200444+0100,234,33,23433,96492401,72464469,73155598,234-33-***,234-33-8268-16,3G,Smartphone
260225220345+0100,206,5,20605,63796676,89260394,65491233,206-05-***,206-05-5227-56,4G,Smartphone
260316051552+0100,206,5,20605,60856575,53943990,76343171,206-05-***,206-05-8903-59,3G,Tablet
260224030507+0100,240,5,24005,83670115,17130627,10113187,240-05-***,240-05-3276-84,5G,Smartphone
260310034941+0000,234,20,23420,98305426,68617594,28223512,234-20-***,234-20-1510-40,4G,IoT Device
260304185044+0100,240,16,24016,59469782,25188664,87882357,240-16-***,240-16-8471-99,5G,Tablet
260310153353-0500,310,260,310260,90213415,50811697,85659375,310-260-***,310-260-9624-45,4G,IoT Device
260223223724+0000,234,38,23438,41701674,75084661,34267798,234-38-***,234-38-8752-84,3G,IoT Device
260316183216+0200,240,2,24002,11592230,48761035,70239684,240-02-***,240-02-3376-86,3G,Tablet
260303071428-0700,310,120,310120,69853349,57179735,39449560,310-120-***,310-120-2595-78,5G,Tablet
260222225411+0100,234,15,23415,61378412,62155724,54648162,234-15-***,234-15-1557-13,5G,Smartphone
260318085656+0200,240,7,24007,45760499,30348410,54269149,240-07-***,240-07-3915-66,3G,Tablet
260305212328-0500,310,480,310480,50113698,62358969,24330160,310-480-***,310-480-8833-65,4G,IoT Device
260314023100+0100,234,10,23410,19668169,14949636,29003951,234-10-***,234-10-8175-34,3G,Smartphone
260311084240-0500,310,480,310480,53163063,38619492,16118522,310-480-***,310-480-1750-41,5G,IoT Device
260306195748+0200,206,1,20601,95875952,46366259,80207530,206-01-***,206-01-2978-45,3G,Tablet
260302131849-0800,310,260,310260,73674613,76775311,33665782,310-260-***,310-260-3859-88,5G,Smartphone
260301060458+0100,206,1,20601,23161945,41825487,65377624,206-01-***,206-01-6966-46,3G,Tablet
260309233246+0200,206,5,20605,56113991,39508245,49615907,206-05-***,206-05-2204-70,5G,Tablet
260221175506+0100,206,5,20605,23153230,70725652,76476033,206-05-***,206-05-2416-62,5G,Tablet
260307121725+0100,206,1,20601,46210517,92208524,82804407,206-01-***,206-01-7662-37,3G,Tablet
260303021754+0100,206,10,20610,77587480,66764586,47197817,206-10-***,206-10-1898-75,5G,Tablet
260309132526+0100,240,8,24008,94191586,13045436,49348536,240-08-***,240-08-6656-67,4G,IoT Device
260223105344-0600,310,480,310480,48674340,16351040,29909634,310-480-***,310-480-6680-63,4G,IoT Device
260309125852+0100,234,30,23430,81624345,50474667,26306114,234-30-***,234-30-3725-89,3G,IoT Device
260312061816+0200,240,24,24024,17386489,91624673,96075527,240-24-***,240-24-3381-68,4G,Smartphone
260223161510+0100,206,10,20610,69622247,65782199,69391930,206-10-***,206-10-4206-12,3G,IoT Device
260302014322+0000,234,38,23438,15668405,50532800,88545322,234-38-***,234-38-7944-63,3G,IoT Device
260309114517+0100,234,33,23433,12354860,44834491,31856985,234-33-***,234-33-8593-38,3G,Smartphone
260303103328+0100,240,8,24008,29289438,11731095,28381043,240-08-***,240-08-8553-98,3G,Tablet
260228101554+0100,234,30,23430,50894029,13860039,25917805,234-30-***,234-30-7750-53,3G,Smartphone
260302082656+0100,206,5,20605,36846824,34800996,57182050,206-05-***,206-05-4712-49,3G,Smartphone
260226150950+0100,240,4,24004,57623448,60951070,66920644,240-04-***,240-04-5544-84,4G,Tablet
260314145720+0100,206,20,20620,34064874,11716086,75987927,206-20-***,206-20-2848-50,3G,Tablet
260322071319+0200,240,24,24024,75032899,78640894,47432067,240-24-***,240-24-9563-94,5G,Smartphone
260227170232+0200,206,1,20601,82804811,56119311,82548572,206-01-***,206-01-3001-42,4G,Tablet
260314030139+0100,240,16,24016,62530781,45351739,76396319,240-16-***,240-16-2951-59,4G,Tablet
260322024448-0700,310,410,310410,82265081,53770661,15016739,310-410-***,310-410-6250-17,3G,IoT Device
260312003114-0800,310,480,310480,45588515,16379551,49905650,310-480-***,310-480-5368-12,5G,Tablet
260319013645-0600,310,120,310120,77001977,38582041,98691908,310-120-***,310-120-2552-85,4G,Tablet
260307055543-0700,310,480,310480,85138440,68536768,66642448,310-480-***,310-480-1981-76,3G,Tablet
260228110219+0100,240,4,24004,22112987,41954134,90506654,240-04-***,240-04-5468-27,3G,Tablet
260317131039+0200,240,8,24008,14672042,98882124,17337997,240-08-***,240-08-7388-40,4G,Smartphone
260310044234+0200,206,20,20620,45026810,77959068,18907659,206-20-***,206-20-6067-91,5G,Tablet
260225084036+0100,234,33,23433,47822197,36664193,21327835,234-33-***,234-33-9973-51,4G,IoT Device
260223103504-0700,310,260,310260,25906458,40129725,37265709,310-260-***,310-260-7447-58,5G,Smartphone
260311014811+0200,206,10,20610,66813149,90154282,44390017,206-10-***,206-10-9096-58,3G,Tablet
260316034513+0100,240,1,24001,68106835,29031501,44951103,240-01-***,240-01-1853-52,3G,Tablet
260301192055+0200,240,1,24001,25572483,76425800,15474970,240-01-***,240-01-3095-73,4G,IoT Device
260302010741-0700,310,480,310480,62904575,60138147,89233891,310-480-***,310-480-8499-73,3G,IoT Device
260321073109+0200,240,4,24004,21970652,12753078,37947183,240-04-***,240-04-1473-20,4G,IoT Device
260228194758+0200,206,20,20620,22475197,15427508,78899524,206-20-***,206-20-5668-92,5G,Smartphone
260226022400+0100,234,38,23438,65434526,22681476,72365138,234-38-***,234-38-4673-92,5G,IoT Device
260305032313+0100,234,20,23420,25660291,11785713,33049928,234-20-***,234-20-2339-74,3G,Smartphone
260301145740-0800,310,480,310480,32294301,30457766,69762583,310-480-***,310-480-8974-48,5G,IoT Device
260313232419-0800,310,120,310120,87363548,52392689,84256721,310-120-***,310-120-8364-84,3G,Smartphone
260320142813+0200,240,16,24016,21568480,99530801,74812367,240-16-***,240-16-8755-24,4G,IoT Device
260305152116+0100,206,5,20605,57679636,16264794,84762274,206-05-***,206-05-3561-87,4G,Smartphone
260320031838+0000,234,38,23438,37097261,68936139,65800998,234-38-***,234-38-9444-87,5G,Smartphone
260222161137+0100,240,24,24024,32055285,68260195,18250139,240-24-***,240-24-6592-46,5G,Smartphone
260306012641-0500,310,260,310260,82133102,54894880,62344046,310-260-***,310-260-1947-90,5G,IoT Device
260313210345+0200,206,5,20605,41688446,88060201,85913174,206-05-***,206-05-2520-75,5G,Tablet
260306002626+0200,206,10,20610,88952163,85023475,79651618,206-10-***,206-10-5661-95,5G,IoT Device
260314220707-0700,310,480,310480,80166008,30576183,25803092,310-480-***,310-480-7937-66,5G,Tablet
260223150035+0100,234,20,23420,28592146,77748258,95424250,234-20-***,234-20-5968-47,4G,Smartphone
260322205647-0800,310,480,310480,73865585,77463037,12505049,310-480-***,310-480-3440-51,3G,IoT Device
260310040908+0100,240,1,24001,34517408,44299947,22029742,240-01-***,240-01-5504-36,3G,IoT Device
260307000054+0200,206,20,20620,72387558,84238655,64636878,206-20-***,206-20-3772-17,5G,Tablet
260226075535+0200,240,1,24001,48822404,97652074,32465588,240-01-***,240-01-7676-91,3G,Smartphone
260321225827+0100,240,24,24024,43007935,98889317,53169555,240-24-***,240-24-5477-86,4G,IoT Device
260302211411+0000,234,30,23430,35902794,69670203,11256721,234-30-***,234-30-6381-12,5G,Smartphone
260302184247+0100,206,10,20610,27212939,18730772,27103487,206-10-***,206-10-6862-34,3G,IoT Device
260312181852+0000,234,33,23433,62594409,36119862,54923454,234-33-***,234-33-5494-34,5G,Smartphone
260306124344+0100,240,5,24005,87703269,26753912,21480272,240-05-***,240-05-7943-19,3G,Smartphone
260224084304+0100,240,16,24016,93111718,23593293,55582551,240-16-***,240-16-6132-98,3G,Smartphone
260312144611+0200,240,8,24008,29545414,29784909,73018412,240-08-***,240-08-4153-23,3G,Smartphone
260222121652+0100,234,20,23420,70975394,15662934,76562688,234-20-***,234-20-7042-11,5G,IoT Device
260311153255+0100,206,5,20605,33373562,39386305,45164890,206-05-***,206-05-4772-69,5G,Smartphone
260228213205+0200,206,5,20605,90470126,67651904,95381661,206-05-***,206-05-3925-35,3G,Smartphone
260306004152+0100,206,5,20605,46015375,88005556,63814070,206-05-***,206-05-9773-47,3G,Tablet
260221180225+0100,240,5,24005,64888712,59326617,76779099,240-05-***,240-05-4325-67,3G,Tablet
260314041753+0100,234,30,23430,82897088,45049006,11145397,234-30-***,234-30-1404-32,4G,Smartphone
260309105231+0100,234,20,23420,28649583,87511871,27226260,234-20-***,234-20-7616-61,5G,IoT Device
260306172948+0000,234,30,23430,86439010,70604045,95765571,234-30-***,234-30-6810-53,3G,Tablet
260307200505+0000,234,15,23415,66158469,74189781,19229212,234-15-***,234-15-2709-96,5G,Smartphone
260305082426-0600,310,260,310260,48642865,96744801,71244438,310-260-***,310-260-4369-49,4G,IoT Device
260228044426+0100,234,30,23430,32124330,43925761,37833011,234-30-***,234-30-3869-63,3G,Smartphone
260226142938+0200,240,1,24001,23490911,33788294,49479427,240-01-***,240-01-2199-91,5G,IoT Device
260318192113+0200,240,4,24004,12152643,66597298,13750602,240-04-***,240-04-2271-95,3G,IoT Device
260303015752+0200,240,5,24005,38557229,71575863,39540811,240-05-***,240-05-2035-38,3G,IoT Device
260317120300+0200,240,8,24008,88848693,11783979,41219836,240-08-***,240-08-1719-18,3G,Tablet
260318001413+0100,240,7,24007,37624348,82385198,17257686,240-07-***,240-07-4873-64,3G,IoT Device
260318201431+0100,206,20,20620,50681488,48299416,87366028,206-20-***,206-20-9543-51,3G,Tablet
260303054437-0600,310,410,310410,85449435,91339346,74537834,310-410-***,310-410-8883-20,4G,Tablet
260306130609+0200,240,4,24004,17744982,97363169,61718540,240-04-***,240-04-8688-35,3G,Smartphone
260322072443-0600,310,260,310260,98380502,61377017,88662295,310-260-***,310-260-8827-14,4G,IoT Device
260227212509+0100,234,38,23438,70486666,86113817,38531115,234-38-***,234-38-2456-23,5G,IoT Device
260302102029+0100,206,1,20601,10974683,60421010,90931259,206-01-***,206-01-3993-34,4G,Tablet
260304111352+0100,234,30,23430,65448912,98614357,35224200,234-30-***,234-30-6521-87,4G,Tablet
260307175327+0200,240,1,24001,69899586,25526124,74715566,240-01-***,240-01-6901-15,5G,Tablet
260318232619+0100,206,5,20605,44775001,25527644,49054205,206-05-***,206-05-3792-94,5G,Smartphone
