Timestamp,IMSI,MSISDN,IMEI,IP_Address,MCC,MNC,PLMN,TMSI,LMSI,TLLI,LAI,RAI,Network_Type
2026-01-01 03:29:51.674364,2406016168763,467007372257,599535508483639,18.52.108.193,240,66,24066,21080525,55973936,33500295,240-66-2065,240-66-2065-69,4G
2026-01-01 03:32:16.527673,2401547970499,467088312060,521633913954328,174.39.66.161,240,18,24018,19054191,38171657,29903692,240-18-5720,240-18-5720-71,4G
2026-01-01 03:32:57.366023,2408822114577,467058474570,573287114589714,196.10.75.209,240,70,24070,14476308,97594883,20955018,240-70-5987,240-70-5987-82,4G
2026-01-01 03:37:48.174356,2402711332288,467098572545,936808296063399,49.254.49.30,240,24,24024,35363387,60680643,15477750,240-24-1741,240-24-1741-46,3G
2026-01-01 03:38:38.586630,2407465505751,467094342548,288989725085115,156.135.230.217,240,06,24006,10615066,57376444,85256514,240-06-7848,240-06-7848-23,4G
2026-01-01 03:40:51.674364,2406016168763,467007372257,599535508483639,18.52.108.193,240,66,24066,44161481,85516306,39372222,240-66-2065,240-66-2065-69,3G
2026-01-01 03:42:23.895463,2407443049156,467008725755,139313234410452,87.74.234.76,240,90,24090,20167930,45175717,74739196,240-90-3288,240-90-3288-51,5G
2026-01-01 03:50:06.516615,2404310698720,467050614973,230173610324171,111.241.250.200,240,54,24054,26666498,68134001,82509195,240-54-2315,240-54-2315-32,3G
2026-01-01 03:52:24.880407,2407260761242,467004415682,970514330727999,85.142.28.128,240,74,24074,32592715,85766013,62503939,240-74-1894,240-74-1894-66,4G
2026-01-01 04:01:32.670469,2403606077131,467031437632,546136846337259,178.202.218.143,240,87,24087,87962055,70644425,34479862,240-87-6377,240-87-6377-53,3G
2026-01-01 04:04:38.586630,2407465505751,467094342548,288989725085115,156.135.230.178,240,06,24006,76501533,41725099,91774836,240-06-7848,240-06-7848-23,4G
2026-01-01 04:05:41.467570,2403116913588,467016659818,495596447071085,76.30.237.194,240,53,24053,22975225,12891055,19178445,240-53-9343,240-53-9343-58,5G
2026-01-01 04:06:06.595834,2402820749596,467024132459,245732112314142,99.75.175.237,240,93,24093,46866724,68474251,17922102,240-93-1285,240-93-1285-31,4G
2026-01-01 04:12:16.527673,2401547970499,467088312060,521633913954328,174.39.66.3,240,18,24018,98704459,68329554,87066501,240-18-5720,240-18-5720-71,4G
2026-01-01 04:12:23.895463,2407443049156,467008725755,139313234410452,87.74.234.35,240,90,24090,53274403,22236427,10579915,240-90-3288,240-90-3288-51,5G
2026-01-01 04:14:57.366023,2408822114577,467058474570,573287114589714,196.10.75.81,240,70,24070,18098107,37997273,60657317,240-70-5987,240-70-5987-82,4G
2026-01-01 04:16:06.516615,2404310698720,467050614973,230173610324171,111.241.250.158,240,54,24054,41954197,14929523,37714202,240-54-2315,240-54-2315-32,3G
2026-01-01 04:18:32.461687,2401688028125,467095425043,503091474262047,83.16.22.106,240,11,24011,51655714,55472560,19016578,240-11-5162,240-11-5162-28,3G
2026-01-01 04:21:51.674364,2406016168763,467007372257,599535508483639,18.52.108.209,240,66,24066,60892196,17817116,43640403,240-66-2065,240-66-2065-69,5G
2026-01-01 04:24:57.366023,2408822114577,467058474570,573287114589714,196.10.75.22,240,70,24070,82657942,51886970,48874322,240-70-5987,240-70-5987-82,4G
2026-01-01 04:27:23.895463,2407443049156,467008725755,139313234410452,87.74.234.185,240,90,24090,16884330,76508161,98847196,240-90-3288,240-90-3288-51,3G
2026-01-01 04:32:32.461687,2401688028125,467095425043,503091474262047,83.16.22.189,240,11,24011,46564013,40875670,65693303,240-11-5162,240-11-5162-28,3G
2026-01-01 04:33:24.880407,2407260761242,467004415682,970514330727999,85.142.28.129,240,74,24074,57534762,18554263,39087308,240-74-1894,240-74-1894-66,4G
2026-01-01 04:33:48.174356,2402711332288,467098572545,936808296063399,49.254.49.40,240,24,24024,97044676,19721467,52257715,240-24-1741,240-24-1741-46,3G
2026-01-01 04:34:57.366023,2408822114577,467058474570,573287114589714,196.10.75.150,240,70,24070,88668363,72451960,49165242,240-70-5987,240-70-5987-82,4G
2026-01-01 04:41:32.670469,2403606077131,467031437632,546136846337259,178.202.218.121,240,87,24087,69436374,49295793,46616460,240-87-6377,240-87-6377-53,4G
2026-01-01 04:42:41.467570,2403116913588,467016659818,495596447071085,76.30.237.164,240,53,24053,80692966,50154637,20932068,240-53-9343,240-53-9343-58,4G
2026-01-01 04:48:06.595834,2402820749596,467024132459,245732112314142,99.75.175.65,240,93,24093,50482686,38363916,25091404,240-93-1285,240-93-1285-31,5G
2026-01-01 04:50:59.235695,2404377014389,467020446358,547282222110179,53.28.235.27,240,99,24099,55266014,72583936,68625765,240-99-7468,240-99-7468-28,5G
2026-01-01 04:52:16.527673,2401547970499,467088312060,521633913954328,174.39.66.187,240,18,24018,73780327,56955804,26042166,240-18-5720,240-18-5720-71,5G
2026-01-01 04:57:06.595834,2402820749596,467024132459,245732112314142,99.75.175.123,240,93,24093,14204232,99942658,27661762,240-93-1285,240-93-1285-31,3G
2026-01-01 04:57:38.586630,2407465505751,467094342548,288989725085115,156.135.230.186,240,06,24006,90008016,21848860,56622681,240-06-7848,240-06-7848-23,4G
2026-01-01 04:59:04.190459,2401181583746,467061447761,785485786870479,181.196.75.163,240,99,24099,39715404,22948179,95914022,240-99-4037,240-99-4037-60,4G
2026-01-01 05:01:36.417084,2403402885599,467010877175,686143666357903,139.35.217.120,240,16,24016,33214477,24052386,70080828,240-16-3532,240-16-3532-90,5G
2026-01-01 05:02:23.895463,2407443049156,467008725755,139313234410452,87.74.234.231,240,90,24090,61591620,70422902,31240411,240-90-3288,240-90-3288-51,5G
2026-01-01 05:06:06.516615,2404310698720,467050614973,230173610324171,111.241.250.118,240,54,24054,74697724,85221310,94755064,240-54-2315,240-54-2315-32,4G
2026-01-01 05:07:48.174356,2402711332288,467098572545,936808296063399,49.254.49.56,240,24,24024,47012851,77493077,74637657,240-24-1741,240-24-1741-46,3G
2026-01-01 05:10:06.595834,2402820749596,467024132459,245732112314142,99.75.175.165,240,93,24093,60630848,77211679,64456257,240-93-1285,240-93-1285-31,3G
2026-01-01 05:10:32.670469,2403606077131,467031437632,546136846337259,178.202.218.226,240,87,24087,20989474,59532178,19643220,240-87-6377,240-87-6377-53,5G
2026-01-01 05:11:51.674364,2406016168763,467007372257,599535508483639,18.52.108.242,240,66,24066,76756846,95890687,44913738,240-66-2065,240-66-2065-69,3G
2026-01-01 05:13:32.461687,2401688028125,467095425043,503091474262047,83.16.22.219,240,11,24011,36015857,21964729,72707556,240-11-5162,240-11-5162-28,3G
2026-01-01 05:14:57.366023,2408822114577,467058474570,573287114589714,196.10.75.179,240,70,24070,52553191,85909332,96899446,240-70-5987,240-70-5987-82,5G
2026-01-01 05:19:51.674364,2406016168763,467007372257,599535508483639,18.52.108.213,240,66,24066,72084318,16595620,66005807,240-66-2065,240-66-2065-69,3G
2026-01-01 05:20:24.880407,2407260761242,467004415682,970514330727999,85.142.28.240,240,74,24074,85457067,54330765,49266110,240-74-1894,240-74-1894-66,4G
2026-01-01 05:20:33.038849,2400418095217,467055851777,490288141274692,34.74.143.36,240,22,24022,76755819,33749190,46486131,240-22-7938,240-22-7938-78,3G
2026-01-01 05:23:04.190459,2401181583746,467061447761,785485786870479,181.196.75.104,240,99,24099,44123734,26043720,24405936,240-99-4037,240-99-4037-60,5G
2026-01-01 05:24:16.527673,2401547970499,467088312060,521633913954328,174.39.66.197,240,18,24018,35864882,25403541,61470965,240-18-5720,240-18-5720-71,4G
2026-01-01 05:24:32.670469,2403606077131,467031437632,546136846337259,178.202.218.127,240,87,24087,67722360,70289250,63719070,240-87-6377,240-87-6377-53,5G
2026-01-01 05:25:06.516615,2404310698720,467050614973,230173610324171,111.241.250.254,240,54,24054,65524572,80634226,76223562,240-54-2315,240-54-2315-32,4G
2026-01-01 05:29:38.586630,2407465505751,467094342548,288989725085115,156.135.230.241,240,06,24006,46958051,10054141,61419416,240-06-7848,240-06-7848-23,4G
2026-01-01 05:35:04.190459,2401181583746,467061447761,785485786870479,181.196.75.20,240,99,24099,23409851,11104388,14397213,240-99-4037,240-99-4037-60,3G
2026-01-01 05:35:32.461687,2401688028125,467095425043,503091474262047,83.16.22.215,240,11,24011,62303359,87213042,12164357,240-11-5162,240-11-5162-28,3G
2026-01-01 05:35:51.674364,2406016168763,467007372257,599535508483639,18.52.108.228,240,66,24066,56888295,75962704,55092824,240-66-2065,240-66-2065-69,3G
2026-01-01 05:37:41.467570,2403116913588,467016659818,495596447071085,76.30.237.69,240,53,24053,42651197,69742358,14702053,240-53-9343,240-53-9343-58,4G
2026-01-01 05:38:59.235695,2404377014389,467020446358,547282222110179,53.28.235.40,240,99,24099,31251358,52655665,20361094,240-99-7468,240-99-7468-28,4G
2026-01-01 05:45:06.516615,2404310698720,467050614973,230173610324171,111.241.250.183,240,54,24054,81478596,79350120,83139205,240-54-2315,240-54-2315-32,4G
2026-01-01 05:45:36.417084,2403402885599,467010877175,686143666357903,139.35.217.25,240,16,24016,90812411,27902533,41483090,240-16-3532,240-16-3532-90,5G
2026-01-01 05:50:16.527673,2401547970499,467088312060,521633913954328,174.39.66.22,240,18,24018,13545391,15800635,64303159,240-18-5720,240-18-5720-71,4G
2026-01-01 05:50:51.674364,2406016168763,467007372257,599535508483639,18.52.108.157,240,66,24066,86092456,24860313,24548495,240-66-2065,240-66-2065-69,4G
2026-01-01 05:52:23.895463,2407443049156,467008725755,139313234410452,87.74.234.105,240,90,24090,38455755,47472850,22842306,240-90-3288,240-90-3288-51,3G
2026-01-01 05:53:48.174356,2402711332288,467098572545,936808296063399,49.254.49.40,240,24,24024,53978843,82787007,21287655,240-24-1741,240-24-1741-46,3G
2026-01-01 05:54:32.670469,2403606077131,467031437632,546136846337259,178.202.218.218,240,87,24087,50330459,80157253,22774862,240-87-6377,240-87-6377-53,5G
2026-01-01 06:02:57.366023,2408822114577,467058474570,573287114589714,196.10.75.212,240,70,24070,66217761,31075661,80320226,240-70-5987,240-70-5987-82,5G
2026-01-01 06:02:59.235695,2404377014389,467020446358,547282222110179,53.28.235.139,240,99,24099,81275047,41231148,85870219,240-99-7468,240-99-7468-28,3G
2026-01-01 06:03:06.595834,2402820749596,467024132459,245732112314142,99.75.175.232,240,93,24093,18053138,51044703,97833069,240-93-1285,240-93-1285-31,4G
2026-01-01 06:04:33.038849,2400418095217,467055851777,490288141274692,34.74.143.220,240,22,24022,39287240,13131884,64314675,240-22-7938,240-22-7938-78,5G
2026-01-01 06:07:48.174356,2402711332288,467098572545,936808296063399,49.254.49.136,240,24,24024,35569845,85118813,20961720,240-24-1741,240-24-1741-46,4G
2026-01-01 06:08:57.366023,2408822114577,467058474570,573287114589714,196.10.75.250,240,70,24070,61796760,64553696,72811433,240-70-5987,240-70-5987-82,4G
2026-01-01 06:09:24.880407,2407260761242,467004415682,970514330727999,85.142.28.192,240,74,24074,58487549,46070810,82091281,240-74-1894,240-74-1894-66,4G
2026-01-01 06:10:36.417084,2403402885599,467010877175,686143666357903,139.35.217.251,240,16,24016,47941611,84680488,69892914,240-16-3532,240-16-3532-90,5G
2026-01-01 06:14:41.467570,2403116913588,467016659818,495596447071085,76.30.237.74,240,53,24053,98204895,96252508,42699630,240-53-9343,240-53-9343-58,4G
2026-01-01 06:14:51.674364,2406016168763,467007372257,599535508483639,18.52.108.100,240,66,24066,77821976,10169962,81250491,240-66-2065,240-66-2065-69,3G
2026-01-01 06:17:36.417084,2403402885599,467010877175,686143666357903,139.35.217.224,240,16,24016,82911742,69252915,72043767,240-16-3532,240-16-3532-90,3G
2026-01-01 06:23:04.190459,2401181583746,467061447761,785485786870479,181.196.75.127,240,99,24099,24956795,70697072,68703536,240-99-4037,240-99-4037-60,4G
2026-01-01 06:23:38.586630,2407465505751,467094342548,288989725085115,156.135.230.69,240,06,24006,24562376,82965564,23882525,240-06-7848,240-06-7848-23,5G
2026-01-01 06:24:32.461687,2401688028125,467095425043,503091474262047,83.16.22.228,240,11,24011,91357490,11411496,26897895,240-11-5162,240-11-5162-28,5G
2026-01-01 06:24:57.366023,2408822114577,467058474570,573287114589714,196.10.75.186,240,70,24070,72458593,69061185,26127188,240-70-5987,240-70-5987-82,4G
2026-01-01 06:26:23.895463,2407443049156,467008725755,139313234410452,87.74.234.74,240,90,24090,83868382,85786519,44120937,240-90-3288,240-90-3288-51,4G
2026-01-01 06:26:59.048141,2403933833876,467088386898,300859385817386,36.193.178.189,240,64,24064,76708202,73574436,46256858,240-64-1720,240-64-1720-86,4G
2026-01-01 06:31:38.586630,2407465505751,467094342548,288989725085115,156.135.230.210,240,06,24006,53634316,42276561,12220480,240-06-7848,240-06-7848-23,5G
2026-01-01 06:32:33.038849,2400418095217,467055851777,490288141274692,34.74.143.62,240,22,24022,67787362,66388920,14802663,240-22-7938,240-22-7938-78,4G
2026-01-01 06:34:16.527673,2401547970499,467088312060,521633913954328,174.39.66.115,240,18,24018,20969637,21732177,12953476,240-18-5720,240-18-5720-71,4G
2026-01-01 06:36:38.586630,2407465505751,467094342548,288989725085115,156.135.230.250,240,06,24006,33713977,35923037,15189279,240-06-7848,240-06-7848-23,5G
2026-01-01 06:41:27.988111,2401209481813,467098909837,774630370182043,190.227.43.220,240,38,24038,57553008,78420945,19953038,240-38-4148,240-38-4148-92,4G
2026-01-01 06:44:06.516615,2404310698720,467050614973,230173610324171,111.241.250.101,240,54,24054,69606269,76403781,73009789,240-54-2315,240-54-2315-32,4G
2026-01-01 06:46:59.048141,2403933833876,467088386898,300859385817386,36.193.178.186,240,64,24064,66638107,55276411,15248303,240-64-1720,240-64-1720-86,5G
2026-01-01 06:48:24.880407,2407260761242,467004415682,970514330727999,85.142.28.58,240,74,24074,12289170,70536159,23670669,240-74-1894,240-74-1894-66,4G
2026-01-01 06:49:36.417084,2403402885599,467010877175,686143666357903,139.35.217.187,240,16,24016,51188403,24569527,18306441,240-16-3532,240-16-3532-90,4G
2026-01-01 06:52:32.670469,2403606077131,467031437632,546136846337259,178.202.218.194,240,87,24087,58375924,96057770,32179802,240-87-6377,240-87-6377-53,3G
2026-01-01 06:55:59.048141,2403933833876,467088386898,300859385817386,36.193.178.223,240,64,24064,54423944,42066364,70633435,240-64-1720,240-64-1720-86,4G
2026-01-01 06:56:38.586630,2407465505751,467094342548,288989725085115,156.135.230.60,240,06,24006,32251036,80254375,44348017,240-06-7848,240-06-7848-23,5G
2026-01-01 06:57:06.595834,2402820749596,467024132459,245732112314142,99.75.175.52,240,93,24093,26280655,51509410,76284276,240-93-1285,240-93-1285-31,3G
2026-01-01 06:57:59.235695,2404377014389,467020446358,547282222110179,53.28.235.81,240,99,24099,71100046,96533463,75978566,240-99-7468,240-99-7468-28,5G
2026-01-01 06:59:48.174356,2402711332288,467098572545,936808296063399,49.254.49.144,240,24,24024,66719806,48936791,23402952,240-24-1741,240-24-1741-46,3G
2026-01-01 07:02:32.461687,2401688028125,467095425043,503091474262047,83.16.22.53,240,11,24011,94941347,94941236,72043341,240-11-5162,240-11-5162-28,4G
2026-01-01 07:03:51.674364,2406016168763,467007372257,599535508483639,18.52.108.34,240,66,24066,83265245,75358156,43951160,240-66-2065,240-66-2065-69,3G
2026-01-01 07:06:41.467570,2403116913588,467016659818,495596447071085,76.30.237.58,240,53,24053,64414110,86447310,42022319,240-53-9343,240-53-9343-58,4G
2026-01-01 07:09:04.190459,2401181583746,467061447761,785485786870479,181.196.75.179,240,99,24099,88784797,59025853,85723349,240-99-4037,240-99-4037-60,4G
2026-01-01 07:09:59.048141,2403933833876,467088386898,300859385817386,36.193.178.225,240,64,24064,60852704,73738806,35196966,240-64-1720,240-64-1720-86,5G
2026-01-01 07:11:23.895463,2407443049156,467008725755,139313234410452,87.74.234.125,240,90,24090,37181697,88802964,86086905,240-90-3288,240-90-3288-51,5G
2026-01-01 07:12:24.880407,2407260761242,467004415682,970514330727999,85.142.28.17,240,74,24074,39764583,45152473,14224950,240-74-1894,240-74-1894-66,4G
2026-01-01 07:12:33.038849,2400418095217,467055851777,490288141274692,34.74.143.218,240,22,24022,37239918,59115035,56108766,240-22-7938,240-22-7938-78,5G
2026-01-01 07:14:16.527673,2401547970499,467088312060,521633913954328,174.39.66.211,240,18,24018,74536160,57556402,36632195,240-18-5720,240-18-5720-71,4G
2026-01-01 07:14:57.366023,2408822114577,467058474570,573287114589714,196.10.75.175,240,70,24070,62523889,71264523,41638166,240-70-5987,240-70-5987-82,4G
2026-01-01 07:20:06.516615,2404310698720,467050614973,230173610324171,111.241.250.234,240,54,24054,90165463,79612822,16216755,240-54-2315,240-54-2315-32,4G
2026-01-01 07:22:32.670469,2403606077131,467031437632,546136846337259,178.202.218.46,240,87,24087,89379616,56618362,71284114,240-87-6377,240-87-6377-53,4G
2026-01-01 07:22:38.586630,2407465505751,467094342548,288989725085115,156.135.230.200,240,06,24006,15099378,67012384,37593565,240-06-7848,240-06-7848-23,4G
2026-01-01 07:24:48.174356,2402711332288,467098572545,936808296063399,49.254.49.209,240,24,24024,26104791,81031616,22468565,240-24-1741,240-24-1741-46,3G
2026-01-01 07:30:51.674364,2406016168763,467007372257,599535508483639,18.52.108.24,240,66,24066,91521016,45269836,99629375,240-66-2065,240-66-2065-69,5G
2026-01-01 07:31:27.988111,2401209481813,467098909837,774630370182043,190.227.43.62,240,38,24038,56640610,84546393,35117866,240-38-4148,240-38-4148-92,4G
2026-01-01 07:35:06.516615,2404310698720,467050614973,230173610324171,111.241.250.73,240,54,24054,88178089,29406050,78301250,240-54-2315,240-54-2315-32,5G
2026-01-01 07:36:59.048141,2403933833876,467088386898,300859385817386,36.193.178.241,240,64,24064,64549345,88935627,84767838,240-64-1720,240-64-1720-86,5G
2026-01-01 07:37:36.417084,2403402885599,467010877175,686143666357903,139.35.217.172,240,16,24016,57243100,29833237,26063752,240-16-3532,240-16-3532-90,5G
2026-01-01 07:38:27.988111,2401209481813,467098909837,774630370182043,190.227.43.88,240,38,24038,70905020,45672884,70548145,240-38-4148,240-38-4148-92,4G
2026-01-01 07:40:32.461687,2401688028125,467095425043,503091474262047,83.16.22.181,240,11,24011,84384154,88567944,59170679,240-11-5162,240-11-5162-28,3G
2026-01-01 07:40:59.235695,2404377014389,467020446358,547282222110179,53.28.235.203,240,99,24099,87481242,55899080,74191862,240-99-7468,240-99-7468-28,5G
2026-01-01 07:44:27.988111,2401209481813,467098909837,774630370182043,190.227.43.96,240,38,24038,66314092,36205659,66292533,240-38-4148,240-38-4148-92,4G
2026-01-01 07:48:06.595834,2402820749596,467024132459,245732112314142,99.75.175.143,240,93,24093,68432767,81697817,95226167,240-93-1285,240-93-1285-31,4G
2026-01-01 07:50:16.527673,2401547970499,467088312060,521633913954328,174.39.66.187,240,18,24018,20064921,23642617,21786422,240-18-5720,240-18-5720-71,4G
2026-01-01 07:50:41.467570,2403116913588,467016659818,495596447071085,76.30.237.9,240,53,24053,24855444,86802209,19541381,240-53-9343,240-53-9343-58,3G
2026-01-01 07:50:51.674364,2406016168763,467007372257,599535508483639,18.52.108.234,240,66,24066,79014773,16923197,99317482,240-66-2065,240-66-2065-69,3G
2026-01-01 07:52:06.516615,2404310698720,467050614973,230173610324171,111.241.250.175,240,54,24054,51366588,94556053,86695894,240-54-2315,240-54-2315-32,3G
2026-01-01 07:52:23.895463,2407443049156,467008725755,139313234410452,87.74.234.109,240,90,24090,66787818,37782122,77673667,240-90-3288,240-90-3288-51,4G
2026-01-01 07:54:48.174356,2402711332288,467098572545,936808296063399,49.254.49.250,240,24,24024,96120793,63674683,43148895,240-24-1741,240-24-1741-46,3G
2026-01-01 07:55:32.461687,2401688028125,467095425043,503091474262047,83.16.22.13,240,11,24011,76684946,67952834,37665011,240-11-5162,240-11-5162-28,3G
2026-01-01 07:56:41.467570,2403116913588,467016659818,495596447071085,76.30.237.160,240,53,24053,10517394,96013942,91459558,240-53-9343,240-53-9343-58,4G
2026-01-01 08:06:04.190459,2401181583746,467061447761,785485786870479,181.196.75.231,240,99,24099,26939573,56923446,10518537,240-99-4037,240-99-4037-60,4G
2026-01-01 08:06:06.595834,2402820749596,467024132459,245732112314142,99.75.175.234,240,93,24093,16605034,44864248,22523635,240-93-1285,240-93-1285-31,3G
2026-01-01 08:06:38.586630,2407465505751,467094342548,288989725085115,156.135.230.116,240,06,24006,49870210,45881478,88266114,240-06-7848,240-06-7848-23,4G
2026-01-01 08:07:33.038849,2400418095217,467055851777,490288141274692,34.74.143.41,240,22,24022,15203826,12830515,91742422,240-22-7938,240-22-7938-78,5G
2026-01-01 08:12:24.880407,2407260761242,467004415682,970514330727999,85.142.28.33,240,74,24074,43955585,30231726,71470023,240-74-1894,240-74-1894-66,4G
2026-01-01 08:13:57.366023,2408822114577,467058474570,573287114589714,196.10.75.234,240,70,24070,10760412,82490860,61570684,240-70-5987,240-70-5987-82,4G
