IMSI,MSISDN,IMEI,IP_Address,MCC,MNC,PLMN,TMSI,LMSI,TLLI,LAI,RAI
2408623924075,467081814124,703066048261370,145.19.169.242,240,42,24042,56920514,13579612,65686520,240-42-1916,240-42-1916-39
2406853615305,467015220472,729628957901040,186.226.183.173,240,87,24087,38944689,30068183,83659258,240-87-9935,240-87-9935-21
2409861434103,467069711798,122059158932460,91.211.49.166,240,49,24049,52446074,58984979,11919490,240-73-6155,240-73-6155-37
2409621851888,467088067065,440443610515310,104.13.74.245,240,46,24046,39934388,21837019,39259805,240-20-3621,240-20-3621-97
2405852772217,467004303054,791736146874030,201.13.181.219,240,29,24029,34516285,90586972,11095274,240-85-4733,240-85-4733-47
2405415667652,467077584161,677951139284510,194.182.240.132,240,52,24052,61140112,69586489,51217224,240-33-1188,240-33-1188-97
2404796275705,467096401658,314730540297020,9.179.219.213,240,11,24011,19023909,41674763,96592295,240-11-5803,240-11-5803-90
2405690927557,467019285654,435023081027860,217.140.220.21,240,49,24049,10053164,35971876,39006458,240-30-9279,240-30-9279-87
2404739473121,467072715518,827690084422580,170.203.175.90,240,69,24069,40097200,26288992,36975128,240-69-5371,240-69-5371-92
2403705895782,467091146786,649532379125170,106.149.180.113,240,90,24090,72523073,79438885,56239991,240-90-9928,240-90-9928-63
2408922680182,467042253584,205843974384240,4.1.43.214,240,90,24090,92467167,81602209,22539748,240-90-9928,240-90-9928-63
2402992299590,467001094396,929611080784470,159.69.80.225,240,42,24042,77368102,36822426,16361230,240-11-4814,240-11-4814-22
2401027677359,467025556258,853835501537140,87.59.19.173,240,94,24094,46235517,38582754,79795966,240-55-2040,240-55-2040-59
2400469632595,467032787747,131106701687330,217.215.39.223,240,30,24030,88295121,57364777,16530784,240-30-9279,240-30-9279-87
2404797480162,467045650609,854057833584160,115.218.156.42,240,87,24087,26252297,21689260,62478121,240-83-8517,240-83-8517-28
2409912165585,467023986800,152229442578720,210.133.45.128,240,69,24069,61994513,51350191,16993453,240-18-9348,240-18-9348-73
2409526949588,467087947055,247108786940970,95.26.119.184,240,25,24025,78548664,44591071,49871153,240-96-8019,240-96-8019-84
2403097289623,467009130756,303247596368970,162.3.29.117,240,84,24084,18359252,28533117,79616482,240-84-9179,240-84-9179-60
2408578652785,467085497334,849051224344370,94.107.6.199,240,98,24098,52552488,74398125,56815569,240-98-6514,240-98-6514-23
2404419866524,467004157473,371211088484210,200.169.23.10,240,73,24073,23733443,27005934,80104308,240-73-6155,240-73-6155-37
2400833016571,467020826773,485533765401930,123.98.150.36,240,46,24046,81826922,15006085,33496796,240-46-6635,240-46-6635-87
2402067240049,467091547887,280120118743150,194.205.250.139,240,86,24086,31809610,71594457,97011385,240-86-5374,240-86-5374-99
2402054932966,467085161227,534330803046370,188.196.139.127,240,34,24034,12867345,64045385,72381543,240-20-3621,240-20-3621-97
2409045301742,467068414593,394109422727950,199.191.48.248,240,83,24083,65813853,83717007,73193474,240-83-8517,240-83-8517-28
2408339187851,467091088398,301128462587130,30.114.147.17,240,93,24093,88268756,75609379,22205980,240-93-2876,240-93-2876-97
2407072867908,467074064039,198018570651800,78.97.112.243,240,42,24042,58675232,46751250,12580320,240-94-5010,240-94-5010-30
2406226567661,467082512868,270922363004780,65.88.160.22,240,11,24011,13092131,79524101,78685213,240-96-8019,240-96-8019-84
2403752431069,467003311907,902333300306730,142.186.51.36,240,12,24012,26445117,98190902,20994925,240-76-7912,240-76-7912-14
2408439599534,467028364408,894122162687050,128.117.208.149,240,90,24090,96344420,61157708,80392240,240-90-9928,240-90-9928-63
2406624628733,467042708668,811342972634350,67.196.150.120,240,25,24025,96799390,20612653,70369365,240-25-2139,240-25-2139-15
2401830469901,467039837354,120580553317390,112.128.170.223,240,49,24049,37449289,63235053,42122457,240-49-5554,240-49-5554-68
2405467854458,467077175355,655567670932040,210.68.118.162,240,73,24073,84264220,88387434,87731247,240-73-6155,240-73-6155-37
2406423536937,467085477725,327184592872800,12.116.164.147,240,49,24049,80322629,14539747,19976458,240-49-8668,240-49-8668-77
2400062312038,467075099770,108874958860080,141.182.14.78,240,18,24018,52660701,62163523,36642929,240-11-5803,240-11-5803-90
2408621182339,467084546156,716056349334100,7.200.7.191,240,95,24095,64712401,72491583,26178363,240-96-8019,240-96-8019-84
2408700217659,467018033974,162494411489020,119.145.76.18,240,82,24082,52209421,12101593,37804291,240-82-6977,240-82-6977-30
2402614293968,467056218501,686649923159990,163.11.235.69,240,83,24083,63244581,53805532,13976288,240-83-8517,240-83-8517-28
2404773586629,467061943114,306991876265510,91.150.87.180,240,96,24096,97335315,87021826,58122873,240-04-4257,240-04-4257-93
2405412126788,467086101581,901178579560460,58.79.127.239,240,82,24082,53502090,94673310,96721348,240-90-7924,240-90-7924-53
2409826224447,467021264647,203242105437990,17.187.197.52,240,46,24046,78920851,21774955,87030941,240-48-6820,240-48-6820-36
2404065965756,467092459375,338420706547930,134.76.122.123,240,90,24090,53739710,60473288,47621248,240-90-9928,240-90-9928-63
2405193982807,467037416724,424835314266170,85.183.34.65,240,48,24048,65747702,18906198,93736447,240-04-2535,240-04-2535-37
2408868058911,467035290965,677747651014380,161.191.144.226,240,48,24048,81000439,26387143,66910675,240-76-7912,240-76-7912-14
2409375679825,467007146112,567518804573870,115.11.24.126,240,20,24020,56748074,73909453,23102741,240-20-3621,240-20-3621-97
2407514010512,467038282586,720158593622660,5.31.23.229,240,82,24082,13918120,92424037,36484437,240-82-3803,240-82-3803-78
2409660334191,467082553714,756974278596960,49.211.175.6,240,82,24082,55384442,66172671,54564736,240-36-3547,240-36-3547-37
2407924991251,467034125286,661351029296620,18.105.141.146,240,11,24011,10485247,38999154,70246212,240-88-2169,240-88-2169-87
2402827422579,467005072368,778387427676770,19.34.17.124,240,20,24020,17306979,38805418,21038089,240-05-6168,240-05-6168-61
2403404384279,467078819148,592393538078360,64.241.202.234,240,95,24095,27505189,46534934,12516127,240-11-4814,240-11-4814-22
2400745171339,467059629233,179668739584980,194.242.13.119,240,80,24080,26281297,63021643,87752617,240-34-3287,240-34-3287-41
2409481260422,467032536729,948795574667110,111.197.47.161,240,11,24011,68145420,48711624,21856054,240-49-8668,240-49-8668-77
2405775901751,467086363745,480632185892970,28.213.82.112,240,20,24020,56135950,16497381,16166355,240-20-3621,240-20-3621-97
2407012770632,467042415415,991888622064360,213.68.181.17,240,30,24030,69239337,81257274,46091766,240-82-4598,240-82-4598-97
2403712938700,467051627136,219898141155420,56.252.171.137,240,82,24082,67175825,11363261,24381830,240-96-8019,240-96-8019-84
2402189092753,467026973112,265298829656520,123.163.219.109,240,12,24012,71670861,13924264,25774412,240-69-5371,240-69-5371-92
2403899940438,467098364037,617926851379180,63.37.159.222,240,4,24004,11619606,58465780,52476240,240-04-2535,240-04-2535-37
2406965827109,467010430068,484517418666180,108.191.80.181,240,90,24090,49692606,28659909,99732032,240-18-9348,240-18-9348-73
2401418328569,467014630316,255674557990420,112.239.140.45,240,69,24069,13876935,32198004,56400577,240-82-4598,240-82-4598-97
2400275884252,467041056481,452925049177850,131.230.186.146,240,20,24020,17440911,77056519,86086168,240-20-3621,240-20-3621-97
2405241913800,467003075622,147464188635360,177.212.76.69,240,36,24036,52940967,46407626,20453825,240-36-1106,240-36-1106-30
2405180238061,467074451870,595155183494930,94.131.179.250,240,84,24084,72267186,59428849,89415412,240-84-9179,240-84-9179-60
2403832060385,467005064138,419663136702410,10.132.216.46,240,82,24082,15892193,41067722,79760901,240-82-4598,240-82-4598-97
2405719182619,467090623445,627412145574310,69.32.139.212,240,86,24086,37207628,28268622,88478184,240-86-5374,240-86-5374-99
2402127756185,467037474112,508310439035210,169.17.138.157,240,30,24030,43315361,57746984,63183031,240-30-9279,240-30-9279-87
2400442067883,467017121003,275443023651990,143.13.148.165,240,42,24042,89403537,91323662,76608844,240-69-5371,240-69-5371-92
2403721510702,467096670662,575054593244720,47.193.254.5,240,76,24076,41481473,27675069,51940537,240-83-8517,240-83-8517-28
2403476870146,467026383806,581992117875980,130.139.32.159,240,96,24096,53165014,62127652,46297263,240-96-9830,240-96-9830-43
2400593040785,467093213348,175039323965220,154.212.148.184,240,90,24090,78462496,85021929,98612396,240-93-2876,240-93-2876-97
2405905992937,467084270103,907538123087050,148.63.103.79,240,33,24033,79000119,62562439,85867039,240-29-8359,240-29-8359-85
2402500292185,467015691545,283142322675280,205.162.82.165,240,85,24085,92370625,57892314,39962391,240-85-4733,240-85-4733-47
2409264422096,467090295939,239734387251350,148.27.150.166,240,18,24018,52885071,32533467,95387542,240-18-9348,240-18-9348-73
2405704331541,467000676267,608299415861790,118.85.35.138,240,4,24004,97371655,40277201,31831387,240-04-2535,240-04-2535-37
2401040541152,467062181599,747918340629620,83.51.38.240,240,82,24082,17188130,23590593,54438762,240-82-3803,240-82-3803-78
2403688444310,467069872050,673923001497310,18.82.69.240,240,98,24098,13454186,37776759,32928708,240-98-6514,240-98-6514-23
2404171467741,467086256527,159883824774340,70.102.23.197,240,96,24096,85731895,18273096,30284415,240-96-8019,240-96-8019-84
2401158693806,467086879374,205971676089890,77.164.81.250,240,93,24093,93251648,29790089,26143959,240-93-2876,240-93-2876-97
2407223320616,467032945116,846739396854870,10.30.138.198,240,93,24093,11659440,93625419,88863127,240-93-2876,240-93-2876-97
2406162299911,467091485646,978841137997020,204.140.226.117,240,5,24005,32925754,16818365,40844816,240-49-5554,240-49-5554-68
2409606530745,467005444713,280369194754690,219.211.42.122,240,96,24096,62806960,98578542,60315988,240-96-9830,240-96-9830-43
2403678508214,467086289023,369410910307050,60.11.55.72,240,82,24082,36724061,46772637,59439358,240-82-3803,240-82-3803-78
2408610357972,467079855241,482613640602930,174.107.142.27,240,94,24094,39709238,96889858,40214026,240-94-5010,240-94-5010-30
2403468007229,467003494466,568029567437480,128.128.44.124,240,12,24012,85105003,27721847,67238981,240-88-2169,240-88-2169-87
2400858994417,467015454443,301231698309650,147.41.5.122,240,30,24030,28781020,13416548,97966375,240-30-9279,240-30-9279-87
2404466609935,467038758428,343116434172480,204.212.37.40,240,82,24082,34571018,55047826,97836731,240-82-4598,240-82-4598-97
2403534655494,467071709991,733802523816840,205.19.7.56,240,4,24004,65446317,17256074,30237141,240-04-2535,240-04-2535-37
2403569725217,467052500743,326298819271290,120.219.53.173,240,90,24090,68211760,95025258,67634397,240-90-9928,240-90-9928-63
2406760083505,467083003354,273047991689420,180.249.109.229,240,48,24048,18762675,16136213,50024028,240-48-6820,240-48-6820-36
2407898562575,467032603323,129411499821500,124.215.175.76,240,11,24011,60357475,95942441,44331441,240-11-5803,240-11-5803-90
2408909010016,467076184723,945989560461840,182.131.222.129,240,69,24069,93590502,91286864,28409776,240-69-5371,240-69-5371-92
2401891411739,467034835642,152889448737530,144.229.28.185,240,86,24086,10367488,11711195,21945758,240-86-5374,240-86-5374-99
2409721811437,467044701204,583471935611000,12.4.151.183,240,4,24004,36483355,20648399,26547966,240-52-6930,240-52-6930-38
2405579415521,467066746762,251741942021690,209.160.37.1,240,36,24036,74783521,86362294,68809216,240-36-1106,240-36-1106-30
2409659027716,467070145089,858346573588910,91.27.221.140,240,90,24090,68095862,98813650,43363439,240-90-7924,240-90-7924-53
2405628900287,467072175354,167579588386630,172.90.74.41,240,60,24060,20580463,71618633,69618021,240-60-7216,240-60-7216-44
2407177517016,467060880199,955689184883750,72.95.89.104,240,84,24084,58767001,17284695,39919562,240-84-9179,240-84-9179-60
2405899757113,467005548851,161442332726140,144.195.224.7,240,94,24094,33517361,48888385,50700248,240-93-2876,240-93-2876-97
2406373516091,467077982708,165191708697820,111.17.194.28,240,4,24004,87652255,33306944,27231111,240-04-4257,240-04-4257-93
2406995866934,467065472269,787590204858330,7.107.231.30,240,30,24030,18948634,25441595,66354308,240-90-7924,240-90-7924-53
2405228851587,467099684608,242902240620030,2.114.143.17,240,12,24012,45833216,31600382,48468887,240-12-1771,240-12-1771-24
2404204380571,467098386384,991868170666580,73.138.26.254,240,12,24012,17221208,11740164,43734435,240-12-1771,240-12-1771-24
2409735989334,467072122816,154538346484220,6.244.39.130,240,36,24036,88381281,44227688,10757677,240-36-3547,240-36-3547-37
2407202590947,467098515832,798745931826880,137.122.94.93,240,85,24085,64145722,22340723,56896070,240-85-4733,240-85-4733-47
2403555439878,467001573993,153522335616480,17.86.169.123,240,12,24012,76895856,43389301,79494015,240-25-2139,240-25-2139-15
2405887704358,467011288013,999708573613860,34.141.163.57,240,69,24069,82832975,76668376,46940273,240-76-7912,240-76-7912-14
2407501102481,467093466766,524670590618090,214.184.242.109,240,95,24095,18487605,88598977,16109168,240-95-5506,240-95-5506-41
2401581449147,467066072832,624781338424500,134.148.43.176,240,20,24020,84292758,84500200,28974879,240-20-3621,240-20-3621-97
2400099688143,467053682223,927968924312900,58.2.22.79,240,4,24004,83665549,71909967,96526748,240-04-4257,240-04-4257-93
2401414139755,467023149135,752111907594920,193.79.33.157,240,73,24073,85907105,86082915,58921480,240-73-6155,240-73-6155-37
2406205336452,467057775478,246072692914280,215.147.90.41,240,25,24025,36364647,45330756,94103363,240-25-2139,240-25-2139-15
2401080996930,467084887256,399717109427880,213.170.105.186,240,76,24076,22153955,63255602,58837208,240-76-7912,240-76-7912-14
2400392827229,467092750373,184370824530380,208.203.12.199,240,42,24042,16941350,59029479,83307692,240-49-5554,240-49-5554-68
2400051844989,467026659184,605099933865570,109.80.161.180,240,94,24094,74707720,91095825,10885526,240-94-5010,240-94-5010-30
2402723184322,467025913651,746280707739260,189.44.193.21,240,42,24042,13012656,42704875,15790734,240-42-1916,240-42-1916-39
2409922809202,467042869904,215089693797720,163.248.126.54,240,90,24090,65300515,22081549,67688693,240-34-1711,240-34-1711-68
2409298425799,467013662103,801571288629120,120.221.97.61,240,29,24029,77040431,19269520,93266792,240-36-1106,240-36-1106-30
2408811729806,467086508637,611686965991620,34.122.118.194,240,29,24029,49985213,22599533,60142571,240-55-2040,240-55-2040-59
2404986430098,467018063565,243053572694480,215.30.45.80,240,4,24004,66849468,85788756,59075919,240-04-2535,240-04-2535-37
2404636887258,467087449562,984874461372130,103.215.89.187,240,96,24096,78228715,63762374,55424358,240-96-9830,240-96-9830-43
2409026012796,467011435190,615833636984900,46.144.236.174,240,73,24073,29481273,94340224,60988384,240-48-6820,240-48-6820-36
2400384309883,467092053021,470356196566930,115.23.15.67,240,82,24082,79490249,12062459,19209640,240-82-3803,240-82-3803-78
2408489554393,467076904268,242894848184510,49.212.161.234,240,4,24004,78892172,44587020,82196170,240-04-2535,240-04-2535-37
2404769735779,467007141633,523766566588040,216.238.151.139,240,84,24084,43320572,48559355,22483514,240-84-9179,240-84-9179-60
2405182755394,467023733343,407637143395210,57.148.84.167,240,48,24048,52540474,32503656,67483737,240-49-8668,240-49-8668-77
2409080759579,467047284639,272128800867800,149.49.143.54,240,82,24082,64020478,13815516,88976192,240-49-8668,240-49-8668-77
2402718750036,467091559428,452790003479550,204.236.56.75,240,12,24012,57915906,68733126,39285572,240-85-4733,240-85-4733-47
2406556472929,467031438663,295748142702670,216.91.223.249,240,98,24098,17788663,58718112,44312679,240-69-5371,240-69-5371-92
2405744890612,467003471754,584475025884500,108.63.89.168,240,35,24035,62246492,69182733,91442915,240-30-9279,240-30-9279-87
2409399824558,467077169472,324916075699610,91.207.228.131,240,12,24012,76751948,94474114,73301309,240-82-2824,240-82-2824-13
2405544964759,467087622023,988551624132610,52.19.74.7,240,12,24012,22825003,18562070,73509922,240-12-7224,240-12-7224-22
2400068114921,467064334722,806981592005570,19.179.94.203,240,73,24073,72705646,82555977,46562845,240-73-6155,240-73-6155-37
2407282997968,467084578317,513213685642400,44.42.64.43,240,73,24073,10012394,80238316,28293937,240-73-6155,240-73-6155-37
2404780774064,467093085368,686674236326630,123.125.11.185,240,11,24011,86829029,29555637,68094273,240-46-6635,240-46-6635-87
2403894484631,467022417974,935845977350200,76.156.57.62,240,96,24096,81802559,12970357,34956121,240-96-8019,240-96-8019-84
2404427031207,467035647570,543252231204610,36.122.115.106,240,30,24030,82905989,73102032,34374441,240-30-9279,240-30-9279-87
2404601367303,467071837645,312884660881470,201.82.31.245,240,36,24036,48045145,87432824,97489705,240-11-5803,240-11-5803-90
2400313650249,467016300979,308026665132710,135.249.220.117,240,49,24049,93033107,55422244,93903841,240-49-5554,240-49-5554-68
2400528127358,467057306524,153000627784870,185.156.61.114,240,87,24087,35471281,86061419,35048615,240-87-9935,240-87-9935-21
2405574982182,467074485708,608743662095930,14.136.199.1,240,35,24035,53042832,18501586,98354109,240-35-2084,240-35-2084-37
2406387829456,467051181022,141974923173100,50.236.3.200,240,35,24035,86639957,96134450,62156850,240-35-2084,240-35-2084-37
2407899405391,467003717058,658282935094800,2.196.113.186,240,18,24018,19447334,50789378,20460308,240-18-9348,240-18-9348-73
2408113863383,467092886195,715684356122860,56.67.234.143,240,98,24098,77738718,55300210,98252435,240-98-6514,240-98-6514-23
2408975585566,467059398368,441032655776000,139.35.67.145,240,36,24036,48182550,89961933,12188077,240-36-1106,240-36-1106-30
2402404335048,467088992107,577353072245930,147.66.195.70,240,5,24005,97263641,41556681,31988399,240-12-1771,240-12-1771-24
2409693157279,467019409610,548810185661390,32.6.166.162,240,4,24004,11534696,95078886,94851591,240-04-2535,240-04-2535-37
2400480589258,467032067998,220907293646220,45.115.162.16,240,82,24082,86691587,35172037,88569761,240-20-3621,240-20-3621-97
2400864168622,467078376938,926776958331460,26.79.221.159,240,84,24084,58254642,22370863,82845476,240-87-9935,240-87-9935-21
2406655355904,467025979270,413384433521100,30.38.44.77,240,4,24004,42621391,93349536,29820881,240-04-4257,240-04-4257-93
2400514770538,467033884879,289713290698040,158.72.174.176,240,11,24011,32859916,18067834,48119652,240-11-5803,240-11-5803-90
2409407016451,467004636815,750502529812380,162.183.14.82,240,36,24036,71469875,85254207,12884132,240-36-3547,240-36-3547-37
2403845762055,467054384046,139548458432560,146.41.142.116,240,29,24029,98171888,28422816,21783647,240-29-3286,240-29-3286-23
2406893639264,467095782329,826592803248260,13.92.238.93,240,49,24049,29482024,98077934,85812116,240-49-8668,240-49-8668-77
2405188125205,467066474231,276557892099490,79.8.22.75,240,36,24036,86107235,92189839,40992396,240-36-1106,240-36-1106-30
2403305172897,467052677223,403698560604630,142.96.131.63,240,34,24034,37223861,37455861,18876667,240-34-3287,240-34-3287-41
2407975736609,467065699988,960864210817700,162.91.143.212,240,90,24090,42980201,79619091,82191574,240-90-7924,240-90-7924-53
2400868034764,467047264908,290910787718120,79.171.128.12,240,48,24048,64069715,79204468,47342819,240-11-5803,240-11-5803-90
2406570279371,467045211175,214496508689260,196.74.147.123,240,48,24048,72969230,60497773,89094162,240-90-7924,240-90-7924-53
2402592222064,467047421230,935586324077780,22.56.208.61,240,69,24069,22625639,16671264,29464098,240-82-6977,240-82-6977-30
2403977671990,467038498302,298986060502090,188.73.141.54,240,46,24046,72087775,75331425,58554202,240-33-1188,240-33-1188-97
2400162249998,467027950145,594685506168140,23.206.184.118,240,4,24004,17108110,60537889,25503633,240-95-5506,240-95-5506-41
2404586833901,467098179469,524783754899520,104.22.182.40,240,20,24020,92448605,85515502,76625267,240-20-3621,240-20-3621-97
2407729343010,467071396605,569292348303440,211.105.41.194,240,5,24005,92606074,33887185,83224522,240-29-8359,240-29-8359-85
2408501556990,467023557702,746252352785760,183.0.191.32,240,42,24042,17519183,79937264,50177237,240-42-1916,240-42-1916-39
2405880395512,467040568299,622867002914500,111.110.203.221,240,84,24084,96779969,19679848,30636590,240-69-5371,240-69-5371-92
2403574384215,467003178078,306799693578450,79.242.221.81,240,82,24082,81961880,34370194,70888553,240-29-8359,240-29-8359-85
2402307681040,467091570184,130172499435330,211.226.43.110,240,12,24012,67077314,85948859,77323596,240-94-5010,240-94-5010-30
2407142241098,467081385854,289994354932140,30.222.91.127,240,25,24025,92310750,55464764,82555030,240-25-2139,240-25-2139-15
2400207016016,467062997954,546048583817920,148.78.156.20,240,82,24082,95949314,54770101,62823071,240-49-5554,240-49-5554-68
2404773329456,467025577017,251514445772450,201.197.49.247,240,94,24094,52884601,72938395,48018525,240-29-8359,240-29-8359-85
2401615814876,467096393827,615149731539660,155.79.184.119,240,42,24042,86828416,43125161,91209297,240-69-5371,240-69-5371-92
2403219719975,467081724619,245954579657010,175.145.59.39,240,20,24020,39207357,28645088,87949346,240-20-3621,240-20-3621-97
2400227846997,467033549465,219839529098620,223.48.136.113,240,93,24093,49484797,18376603,59556257,240-93-2876,240-93-2876-97
2400085140369,467065666683,989175752723860,23.233.99.78,240,73,24073,58357021,66000400,30705405,240-73-6155,240-73-6155-37
2402201027621,467026796927,783725126876530,171.27.247.129,240,11,24011,34936450,67011913,91144449,240-11-5803,240-11-5803-90
2409738468950,467009751971,290706588478180,191.129.209.155,240,82,24082,68422086,24091559,30661149,240-36-3547,240-36-3547-37
2401894905807,467078795654,488169002094940,145.147.1.43,240,60,24060,92427773,37040091,27514010,240-33-1188,240-33-1188-97
2402904904712,467081442944,444880130192920,25.36.175.94,240,83,24083,82784438,60822516,96159406,240-69-5371,240-69-5371-92
2404372805129,467027663723,875452845041020,117.95.161.171,240,90,24090,35861451,83904801,13351101,240-48-6820,240-48-6820-36
