IMSI,MSISDN,IMEI,IP_Address,MCC,MNC,PLMN,TMSI,LMSI,TLLI,LAI,RAI,Network_Type
240015743035173,467071969743,297526463099451,10.155.147.110,240,01,24001,38023212,12982462,87087883,240-01-5343,240-01-5343-66,4G
240019099100045,467030361856,868655581372238,9.250.206.70,240,01,24001,85757850,92405739,81928071,240-01-9987,240-01-9987-54,5G
240014866683199,467086517959,392850790096212,110.67.252.101,240,01,24001,70866550,64984214,85852637,240-01-5383,240-01-5383-58,4G
240011818460859,467086078183,376726237982622,31.199.105.210,240,01,24001,20446333,30878917,32031011,240-01-5296,240-01-5296-82,4G
240019064554390,467032077152,144922905497850,99.205.131.91,240,01,24001,91856117,51173244,80978909,240-01-5261,240-01-5261-27,5G
240017587421929,467078896046,287520837193970,157.14.239.168,240,01,24001,72784120,27090168,33827105,240-01-6211,240-01-6211-48,5G
240012339667702,467034664012,763685608129608,132.33.240.102,240,01,24001,57120242,81097466,84085203,240-01-1842,240-01-1842-12,5G
240011753898609,467070816304,874235834136379,105.131.153.60,240,01,24001,79617772,50651019,11737648,240-01-4345,240-01-4345-22,3G
240012255706182,467022322790,706834814146480,92.120.226.129,240,01,24001,62873708,40441934,56040495,240-01-6899,240-01-6899-51,4G
240019224247259,467032350960,476683977420169,41.172.12.47,240,01,24001,46788669,99805361,62947643,240-01-1828,240-01-1828-66,5G
240016012356281,467098854491,657564493283025,83.46.244.212,240,01,24001,46462145,77110058,13998970,240-01-7922,240-01-7922-40,3G
240012768302191,467038259265,101200548193795,198.172.140.80,240,01,24001,20479220,35892958,19651417,240-01-7079,240-01-7079-26,3G
240013576679624,467009683388,552925778384511,158.3.133.1,240,01,24001,31016430,59500373,75157265,240-01-6090,240-01-6090-41,5G
240016583992691,467066149515,385073193070722,103.105.191.79,240,01,24001,80078329,77575721,73884232,240-01-4208,240-01-4208-41,3G
240015415375211,467098282372,810363283432630,74.212.7.227,240,01,24001,66763645,28361147,68333328,240-01-6429,240-01-6429-38,3G
240015861925469,467027753749,998196823801385,27.46.83.219,240,01,24001,59652341,30729914,65522056,240-01-3495,240-01-3495-89,3G
240011661291519,467004630637,433079230754331,219.78.133.71,240,01,24001,24932588,26094565,34722537,240-01-9842,240-01-9842-56,5G
240012720786296,467078738710,858269925154412,95.58.154.74,240,01,24001,84640188,74704472,16437848,240-01-1918,240-01-1918-56,3G
240017585874815,467044372142,562755185515091,70.182.17.213,240,01,24001,56937745,28873594,61756770,240-01-5822,240-01-5822-94,3G
240018237563986,467028020182,627118278106273,23.9.130.239,240,01,24001,85101277,53202718,99686171,240-01-5391,240-01-5391-14,3G
240014481639049,467091342322,695059683383665,116.191.231.90,240,01,24001,76021308,17615725,49781775,240-01-6538,240-01-6538-13,3G
240013704948920,467063293619,950908588741963,55.20.100.34,240,01,24001,73887159,71185853,16225289,240-01-7411,240-01-7411-80,4G
240017372304844,467016209493,829186120197360,171.188.102.217,240,01,24001,41755647,76434447,18206060,240-01-3071,240-01-3071-78,3G
240018738014560,467083292450,453067590760660,157.181.160.121,240,01,24001,66990358,69492959,47732685,240-01-4300,240-01-4300-49,3G
240019480060424,467089792114,852414496611561,63.34.195.146,240,01,24001,65599035,64219649,95595625,240-01-3458,240-01-3458-75,5G
240011798544866,467089332632,669025971944768,98.175.208.1,240,01,24001,81337090,64338790,95070542,240-01-3243,240-01-3243-83,5G
240010995952256,467034282479,173076371339702,122.15.96.63,240,01,24001,69582170,41400006,59051538,240-01-8629,240-01-8629-69,5G
240011249541260,467035746664,164159063837586,128.29.197.219,240,01,24001,29895764,75236232,90901046,240-01-7555,240-01-7555-35,3G
240016157681099,467089888728,781559725851631,172.254.80.63,240,01,24001,48054484,99002320,83117020,240-01-8527,240-01-8527-10,3G
240013066762688,467066403747,464707992816835,137.60.141.204,240,01,24001,86532216,54346068,94315180,240-01-7618,240-01-7618-66,5G
240012930455081,467019366108,673914493558290,223.225.15.1,240,01,24001,35886464,42406521,13467983,240-01-9140,240-01-9140-47,3G
240016340536507,467035251439,923519076543720,169.3.197.114,240,01,24001,87626848,23404656,42288306,240-01-8109,240-01-8109-32,3G
240012191235970,467033131175,789457185327316,193.70.77.235,240,01,24001,53304715,24157326,28575630,240-01-8770,240-01-8770-24,5G
240019585943937,467034717193,834499442344755,160.242.191.0,240,01,24001,51079038,84386507,14607766,240-01-4679,240-01-4679-87,4G
240013101419661,467003261869,987965688640391,119.6.168.26,240,01,24001,50095619,68763065,16015957,240-01-5804,240-01-5804-85,4G
240014533889002,467071632523,866673204751921,120.164.198.64,240,01,24001,11636556,12795318,69266307,240-01-1011,240-01-1011-62,3G
240019536965379,467072073169,873518398882745,128.158.61.1,240,01,24001,79848960,64423909,81866836,240-01-3488,240-01-3488-17,5G
240017803256701,467064482327,800451539471893,14.182.18.98,240,01,24001,47599792,50663813,71853999,240-01-6532,240-01-6532-10,4G
240015329882502,467067335342,450653774394100,95.221.31.86,240,01,24001,79512579,19976098,64303440,240-01-5790,240-01-5790-10,5G
240018167403514,467077135024,515593092337424,7.49.3.132,240,01,24001,18454710,50536141,73226449,240-01-3758,240-01-3758-36,4G
240013681537913,467042831938,601498581889996,88.149.29.72,240,01,24001,57401916,97457915,20051763,240-01-8333,240-01-8333-74,3G
240012065966909,467032521291,278825959587540,76.145.211.204,240,01,24001,54874708,74759745,83716622,240-01-6473,240-01-6473-25,5G
240011197177096,467081990652,556749411772713,99.151.238.104,240,01,24001,80989847,52757016,78950968,240-01-6396,240-01-6396-37,3G
240011926506918,467051053581,100456436539620,50.103.155.142,240,01,24001,18099465,25447858,17257718,240-01-8825,240-01-8825-94,3G
240017558932080,467016531211,306839200388266,58.32.97.49,240,01,24001,32326216,30510127,92721482,240-01-7820,240-01-7820-19,5G
240019887654109,467097162948,962540411975214,207.221.131.98,240,01,24001,41002936,53174963,21774243,240-01-9271,240-01-9271-18,5G
240018090461424,467069110689,845368254479368,103.181.206.165,240,01,24001,45480916,61093775,86609723,240-01-8873,240-01-8873-81,5G
240013408707690,467099327209,360113881662264,70.117.51.150,240,01,24001,94338295,88823588,58157096,240-01-3660,240-01-3660-58,5G
240011638269237,467057292033,532394200166376,97.214.201.12,240,01,24001,92373451,92570611,76479255,240-01-1045,240-01-1045-27,4G
240017819463685,467065198856,504140225550607,14.234.24.224,240,01,24001,65265241,82657200,83594589,240-01-9147,240-01-9147-20,4G
240010378164808,467009124474,879709369503086,45.41.131.83,240,01,24001,47644245,32015142,58897663,240-01-9830,240-01-9830-15,4G
240010361474281,467047470442,473787925779815,101.141.247.163,240,01,24001,90059150,61758547,63943485,240-01-7436,240-01-7436-57,5G
240012842053687,467002285118,857274487128498,147.164.227.112,240,01,24001,93669494,52754704,18462122,240-01-4413,240-01-4413-42,4G
240017020780176,467000571250,985656909462230,73.247.217.246,240,01,24001,87043806,25984510,98683400,240-01-5355,240-01-5355-70,3G
240010681534305,467092463880,943736210226717,69.129.18.190,240,01,24001,37207753,35669265,81931876,240-01-1488,240-01-1488-54,5G
240013013557811,467082752472,592888085179854,80.84.72.106,240,01,24001,20463528,63285256,23262353,240-01-1596,240-01-1596-65,5G
240013992911154,467074706052,968861888239587,104.248.66.123,240,01,24001,50956507,56653478,41051037,240-01-6884,240-01-6884-62,5G
240018175031022,467000899921,591471939683726,47.177.237.225,240,01,24001,88759943,12556127,18365571,240-01-9076,240-01-9076-15,3G
240013791449077,467046275322,509857300633937,173.13.236.11,240,01,24001,29954156,84002407,28162128,240-01-5799,240-01-5799-59,3G
240011752533019,467032552865,740567508763656,55.167.211.28,240,01,24001,58786765,87222882,24714880,240-01-3792,240-01-3792-86,5G
240019196869895,467004721726,975496480987769,54.186.142.60,240,01,24001,67630695,12291518,11602093,240-01-1861,240-01-1861-37,3G
240010824890995,467009157426,866460727027653,60.12.48.136,240,01,24001,10921823,17229891,67567853,240-01-3761,240-01-3761-44,4G
240012455956577,467019016959,670115270909464,219.165.80.21,240,01,24001,66595092,47158429,38631413,240-01-7390,240-01-7390-51,3G
240017671259700,467094976873,736832303976461,2.154.65.57,240,01,24001,63669688,32161331,30964924,240-01-4257,240-01-4257-62,5G
240018726565082,467007731569,184873881786130,101.162.251.250,240,01,24001,30028316,95303259,86742440,240-01-9524,240-01-9524-13,3G
240019660156834,467020060920,225619651001466,3.94.15.101,240,01,24001,31223177,62152213,89807196,240-01-9822,240-01-9822-88,5G
240018176988335,467069828214,287121488366654,83.177.202.45,240,01,24001,25972268,80273899,79483001,240-01-6828,240-01-6828-32,3G
240011595812480,467009677634,965293786243537,124.45.7.186,240,01,24001,49727525,55335920,61782471,240-01-3963,240-01-3963-94,5G
240019023567233,467070096247,569473155757315,6.69.130.53,240,01,24001,82246765,84664690,97322847,240-01-9048,240-01-9048-86,4G
240012836929397,467019822181,603021752475072,77.154.139.48,240,01,24001,30379740,83091013,21594930,240-01-4601,240-01-4601-25,3G
240011671588543,467065816798,984023358102163,190.93.9.79,240,01,24001,92472964,85159153,99237298,240-01-4291,240-01-4291-49,3G
240011161450046,467037924970,140365604272877,160.161.145.96,240,01,24001,95789089,19543901,14962952,240-01-6067,240-01-6067-75,5G
240015104758376,467086102956,662880498248615,29.156.41.90,240,01,24001,17622509,89678649,54272619,240-01-8310,240-01-8310-68,5G
240018886763770,467067246290,926976754717010,222.144.87.150,240,01,24001,17533774,30263820,64968583,240-01-6751,240-01-6751-49,4G
240019557760552,467091063087,374124880766611,179.183.98.215,240,01,24001,23253683,49494567,73345299,240-01-5848,240-01-5848-42,3G
240019786290063,467091909860,228964298534766,207.44.214.89,240,01,24001,30405709,12448051,41417156,240-01-9415,240-01-9415-29,4G
240019020964851,467060819951,657652804023260,189.71.241.152,240,01,24001,24910985,50493779,45662106,240-01-1309,240-01-1309-46,4G
240010494503041,467042751601,649646436594535,164.162.126.5,240,01,24001,50857225,55245285,99862175,240-01-3352,240-01-3352-72,4G
240016404588043,467037771939,213491073958731,128.189.26.134,240,01,24001,81617429,98470700,86773382,240-01-3959,240-01-3959-24,3G
240012927703096,467082666351,625500929577682,41.20.1.36,240,01,24001,71999113,38082805,15722754,240-01-5639,240-01-5639-68,5G
240014829542367,467085842814,559161497374983,153.189.246.237,240,01,24001,66849053,30893891,96471235,240-01-7600,240-01-7600-46,3G
240013792901617,467041116873,338075825854920,31.73.120.252,240,01,24001,67314516,49200051,75338358,240-01-7381,240-01-7381-42,3G
240010619156640,467061355277,406841725720444,168.81.203.195,240,01,24001,45711362,34816404,14219278,240-01-2021,240-01-2021-90,4G
240014288776505,467023937654,986972191182854,91.221.40.116,240,01,24001,37112953,31419300,90630628,240-01-4577,240-01-4577-76,4G
240018583916759,467065112266,513452192069057,88.127.129.232,240,01,24001,70895002,56563040,15578915,240-01-9583,240-01-9583-69,3G
240018778435781,467011587999,138034628060526,186.17.104.70,240,01,24001,41327334,23828028,60267861,240-01-3032,240-01-3032-88,4G
240011537054795,467069299995,655071893818076,216.132.15.127,240,01,24001,14742507,24248283,35604699,240-01-9081,240-01-9081-41,5G
240016015234905,467010476344,318553273119683,70.68.176.196,240,01,24001,15988521,53921055,10816804,240-01-7004,240-01-7004-94,5G
240016725425676,467029971011,822897122141153,135.228.198.115,240,01,24001,90191723,71824676,62097935,240-01-8874,240-01-8874-81,4G
240016124657093,467011069516,284957636422152,88.173.127.253,240,01,24001,56828243,80947048,87060282,240-01-1200,240-01-1200-49,3G
240017563373462,467005160756,347932497250497,68.183.146.98,240,01,24001,18451458,37181557,37300601,240-01-3589,240-01-3589-49,5G
240016103410084,467098904063,981396815765830,51.101.67.163,240,01,24001,96170326,56256005,18491022,240-01-2190,240-01-2190-67,4G
240014976558290,467079519546,158218662191977,16.81.75.220,240,01,24001,96874867,47803556,19280751,240-01-7577,240-01-7577-53,4G
240013919393130,467026145971,884373918115799,188.89.245.103,240,01,24001,32305914,62175237,37141122,240-01-6374,240-01-6374-98,4G
240016826834500,467097409885,455530476472347,139.126.155.86,240,01,24001,54474161,74766362,92098777,240-01-5485,240-01-5485-36,4G
240017206306246,467014693526,573011016710919,50.36.179.167,240,01,24001,61588819,97079466,24393568,240-01-4905,240-01-4905-11,4G
240017793549123,467056895449,276471239835552,203.47.153.246,240,01,24001,11794175,45020692,58059106,240-01-1832,240-01-1832-80,4G
240012015184317,467047594700,561350766182921,47.172.32.51,240,01,24001,27988663,79721042,63780690,240-01-8168,240-01-8168-96,3G
240016575050609,467010301587,170561513715762,109.112.204.28,240,01,24001,75396806,93156542,59048903,240-01-9093,240-01-9093-26,4G
240014398549479,467016363924,635204373170788,18.188.6.49,240,01,24001,60584484,81922869,93341902,240-01-4513,240-01-4513-26,5G
240017194306525,467049830715,585936501178752,28.15.76.121,240,01,24001,45822393,42617168,62068298,240-01-6554,240-01-6554-30,4G
240017620513202,467082576453,253257814912353,72.218.39.172,240,01,24001,12664610,17068937,48540398,240-01-2857,240-01-2857-64,3G
240011223517498,467048921231,961047028316690,214.246.36.109,240,01,24001,82992825,19059173,10635390,240-01-3620,240-01-3620-94,4G
240015873604122,467088488551,311537330518963,123.5.49.143,240,01,24001,53026956,39298347,50709398,240-01-9520,240-01-9520-62,3G
240016733183012,467007599715,904241548669943,104.12.71.208,240,01,24001,94269164,11390583,50126669,240-01-7184,240-01-7184-34,4G
240013793578836,467079881264,215222924427111,23.89.156.240,240,01,24001,61244135,84864693,22720439,240-01-8704,240-01-8704-84,5G
240015401942246,467091185512,921258888480554,36.26.213.216,240,01,24001,42584635,92868419,98508852,240-01-3105,240-01-3105-63,5G
240018195303438,467036316406,256298449460265,58.248.182.141,240,01,24001,40285126,79447051,65101927,240-01-4413,240-01-4413-37,3G
240010806789152,467074750428,410037250617224,85.4.183.165,240,01,24001,10984932,67395301,48978779,240-01-3976,240-01-3976-26,4G
240014363743914,467064907732,437763701810248,142.103.177.246,240,01,24001,39945123,70540660,89534319,240-01-9950,240-01-9950-54,3G
240015508537845,467011961865,687561082773309,32.42.47.12,240,01,24001,49831908,30486591,16961850,240-01-1919,240-01-1919-27,4G
240018545040615,467039722586,240763362238230,115.165.163.206,240,01,24001,86425897,35149742,67698523,240-01-7850,240-01-7850-86,5G
240017080778874,467005255281,574431041109369,91.202.41.68,240,01,24001,91517667,83823433,74609283,240-01-2673,240-01-2673-45,4G
240019328848706,467095581726,132486545868027,121.147.110.170,240,01,24001,95467258,25601316,99734664,240-01-7293,240-01-7293-79,3G
240010847571416,467032061356,826534971727838,96.150.164.213,240,01,24001,45296189,67388936,11504808,240-01-7344,240-01-7344-99,5G
240018321636182,467017580334,596521822232728,77.34.156.145,240,01,24001,79104106,27787949,97536174,240-01-3664,240-01-3664-85,5G
240014831485755,467089564294,973632656945940,59.74.192.222,240,01,24001,29189976,65969553,23481484,240-01-1057,240-01-1057-89,5G
240010974842296,467029171981,792584059995591,96.88.3.181,240,01,24001,24670273,59438152,55410975,240-01-8974,240-01-8974-38,5G
240017614638629,467030772793,360953724876113,121.95.171.6,240,01,24001,14272964,49737084,45006467,240-01-6572,240-01-6572-94,3G
240010590474009,467026822690,775962116773119,82.205.50.117,240,01,24001,13556080,82486148,41167751,240-01-7546,240-01-7546-59,4G
240013857638417,467060831201,836250062502499,97.168.6.14,240,01,24001,63574777,80718771,10528276,240-01-1753,240-01-1753-34,5G
240012180044018,467035636211,152783926252482,90.215.83.64,240,01,24001,30055330,84476283,49143881,240-01-5721,240-01-5721-48,5G
240017070643235,467038184490,745019588552643,70.178.251.151,240,01,24001,22508306,43625852,12110538,240-01-7967,240-01-7967-82,4G
240019102673922,467094383789,602570079928013,66.3.82.148,240,01,24001,63755712,16628767,17295267,240-01-8819,240-01-8819-68,3G
240017122196734,467050722060,586853560124985,32.134.222.198,240,01,24001,87834708,19755072,65331878,240-01-5967,240-01-5967-39,5G
240018810769837,467047714902,734426632697897,164.195.90.27,240,01,24001,10037012,87712148,50888288,240-01-3245,240-01-3245-91,4G
240019429824113,467089568488,532057015892788,172.243.52.32,240,01,24001,95348374,89462490,60894953,240-01-5288,240-01-5288-15,5G
240019927736006,467012270976,532805688636018,138.171.198.212,240,01,24001,91599704,49362859,86562426,240-01-9518,240-01-9518-13,3G
240012257423823,467003775446,500520423741191,119.176.39.54,240,01,24001,28727558,39096259,43300552,240-01-7333,240-01-7333-36,5G
240016411773166,467074805171,546021120857586,62.228.123.1,240,01,24001,33651257,54506434,63844762,240-01-2624,240-01-2624-65,5G
240011330585729,467010587218,869101451096877,132.201.184.65,240,01,24001,60754620,70698838,82847315,240-01-5280,240-01-5280-54,5G
240019359308589,467016972546,373664479203670,139.190.220.107,240,01,24001,43384435,66137737,98555480,240-01-7388,240-01-7388-85,5G
240019139124201,467069939501,566949910020642,178.192.216.236,240,01,24001,54787878,42714377,71390736,240-01-3026,240-01-3026-60,3G
240018240939376,467092322819,708641355308452,104.136.31.68,240,01,24001,58680595,91392938,58601520,240-01-4402,240-01-4402-28,4G
240014162168829,467067418101,841574468821110,124.42.193.42,240,01,24001,56814971,25371665,39366345,240-01-9905,240-01-9905-84,5G
240017594557630,467047483181,850469746664340,160.164.137.207,240,01,24001,80729178,17153530,77107861,240-01-4915,240-01-4915-23,3G
240014580988694,467068907808,133838464632727,182.128.5.59,240,01,24001,23406959,91032905,12304753,240-01-9948,240-01-9948-84,3G
240019720059710,467049704648,596454828638683,77.2.103.30,240,01,24001,99986783,63382896,19938454,240-01-4137,240-01-4137-22,4G
240019819171375,467062023294,220618214488603,138.22.34.145,240,01,24001,53831252,58541332,20825629,240-01-2794,240-01-2794-51,5G
240017863622866,467056054175,835878577059901,141.44.41.90,240,01,24001,67823657,16771548,38436646,240-01-1988,240-01-1988-33,3G
240011262798891,467070943409,745874258536364,98.254.98.129,240,01,24001,18440877,26125491,83224444,240-01-4062,240-01-4062-16,3G
240019352350955,467018742879,365657772581727,34.62.36.129,240,01,24001,92758814,61477433,77160416,240-01-1590,240-01-1590-60,5G
240016614857912,467030038444,763306612181401,113.169.79.253,240,01,24001,19171702,73035676,49426568,240-01-4957,240-01-4957-15,5G
240017889840780,467011602684,802230518577372,91.173.117.3,240,01,24001,66832292,54666201,58880042,240-01-8583,240-01-8583-64,3G
240019348319092,467094054166,656559281645162,17.23.21.70,240,01,24001,72134336,30973945,77781979,240-01-3842,240-01-3842-10,5G
240010571264260,467039335973,817468032395333,15.196.41.69,240,01,24001,10928203,40271409,48276040,240-01-4487,240-01-4487-33,3G
240019608174168,467015950644,515001217465961,129.74.219.58,240,01,24001,31898120,17388684,82196251,240-01-8101,240-01-8101-97,4G
240012444139263,467034319928,759765784802869,126.249.246.9,240,01,24001,80028660,19198407,50333838,240-01-6617,240-01-6617-83,4G
240019465637756,467009900395,427589971262862,190.169.85.126,240,01,24001,64828652,69120407,19591045,240-01-1197,240-01-1197-56,4G
240015113885643,467031533036,340067464462263,86.32.129.75,240,01,24001,55229893,24648650,21471606,240-01-6404,240-01-6404-38,3G
240017501245422,467048264057,949680366796716,17.5.124.208,240,01,24001,74760772,22094693,40044413,240-01-2572,240-01-2572-63,4G
240012477300843,467091085768,347014149424867,117.219.56.108,240,01,24001,81967151,50145242,46046737,240-01-2916,240-01-2916-90,3G
240019751524343,467011619269,715850785238450,31.127.192.214,240,01,24001,91401959,21269606,50775877,240-01-9288,240-01-9288-73,3G
240010929953421,467005160530,429710759940450,179.18.199.64,240,01,24001,19282841,77294880,59392991,240-01-1996,240-01-1996-28,5G
240015517541856,467079898073,570234188881466,122.225.238.167,240,01,24001,55184258,95906119,76555799,240-01-3187,240-01-3187-12,3G
240013521518310,467048476507,233361945426017,138.23.179.3,240,01,24001,32371329,98971015,46854537,240-01-2566,240-01-2566-70,5G
240013428571268,467079368868,663768665525098,49.226.65.158,240,01,24001,39348623,74883685,18493492,240-01-5378,240-01-5378-32,5G
240016138129425,467064015103,109640625403291,149.15.29.150,240,01,24001,24326415,84868889,77588018,240-01-5509,240-01-5509-30,5G
240018536201854,467042451691,534353341981273,114.148.114.246,240,01,24001,56825709,28758882,39689528,240-01-3796,240-01-3796-21,3G
240014874031489,467004705803,907534585894680,84.166.219.36,240,01,24001,66228262,89048251,76417962,240-01-4749,240-01-4749-17,5G
240014776487127,467069497395,863983733082559,208.112.100.222,240,01,24001,96354395,13832583,91089817,240-01-1207,240-01-1207-81,4G
240014304890487,467024960866,969660496895181,165.240.237.62,240,01,24001,38465030,12174592,26464547,240-01-6879,240-01-6879-57,3G
240010174256312,467018643944,519470398933601,51.35.235.60,240,01,24001,51159321,71260015,51583948,240-01-5712,240-01-5712-98,3G
240019214141977,467007594884,799479915744544,17.62.7.204,240,01,24001,65212634,41669694,71724160,240-01-5962,240-01-5962-58,5G
240017712946149,467039455637,981862240935235,14.244.142.233,240,01,24001,44962253,68670848,73598396,240-01-7144,240-01-7144-11,5G
240013423891988,467002149034,338449806769756,181.184.253.67,240,01,24001,75577541,68493455,93520422,240-01-9317,240-01-9317-46,4G
240016208884708,467056218101,476658544372403,125.227.14.254,240,01,24001,91954016,32943711,62235809,240-01-1494,240-01-1494-24,4G
240014890771895,467095174372,882642229739490,40.73.179.15,240,01,24001,29860849,39357260,33858245,240-01-1195,240-01-1195-34,3G
240013883236753,467041710220,612824753224551,119.40.160.44,240,01,24001,43237131,57587098,79473171,240-01-4442,240-01-4442-70,5G
240013145931806,467067844182,421107287176906,158.90.30.111,240,01,24001,66607808,85662879,16813548,240-01-5980,240-01-5980-88,5G
240015179216402,467057266938,687533040674090,142.109.245.241,240,01,24001,88007295,53476493,99535891,240-01-2542,240-01-2542-90,5G
240019660487525,467089325952,110304101833955,26.171.91.63,240,01,24001,66377474,46516147,34973263,240-01-7840,240-01-7840-71,5G
240017215947169,467080010486,206834605454403,66.60.48.220,240,01,24001,82235822,68302211,30977013,240-01-5192,240-01-5192-25,4G
240011459522033,467056687712,480765163407274,169.92.12.132,240,01,24001,45676470,19339345,42447972,240-01-8737,240-01-8737-70,3G
240019333320466,467043061438,276799665211658,163.169.90.59,240,01,24001,61764722,99071263,29594766,240-01-1928,240-01-1928-85,3G
240016089579505,467059179526,792060351237826,222.100.32.98,240,01,24001,73381808,12199169,23796504,240-01-9858,240-01-9858-79,3G
240010769853349,467031771466,393875658886322,143.123.177.120,240,01,24001,12507319,34960747,57963735,240-01-6824,240-01-6824-60,3G
240017829143984,467010602237,981272968738683,116.168.169.241,240,01,24001,25987381,48210516,41816990,240-01-1582,240-01-1582-57,5G
240019884038925,467006326278,784559821331396,211.95.178.250,240,01,24001,14714360,85164327,15688328,240-01-7085,240-01-7085-94,4G
240010507998193,467037715726,418925912087068,219.112.247.3,240,01,24001,12429422,69319814,40348122,240-01-5790,240-01-5790-92,4G
240012833774557,467093092028,854170474243030,143.169.2.10,240,01,24001,40391058,16074515,23070865,240-01-7637,240-01-7637-46,3G
240012519158499,467020701844,381034969060626,4.23.77.176,240,01,24001,53333904,73685782,38902774,240-01-6064,240-01-6064-97,3G
240017998674268,467068629923,898345392663935,27.126.134.88,240,01,24001,83347810,98823114,68183518,240-01-4921,240-01-4921-74,3G
240016137310298,467071621205,336102093000950,109.248.29.203,240,01,24001,89304277,81042950,87385109,240-01-3828,240-01-3828-29,5G
240014459846125,467059503433,825951829613463,90.149.179.101,240,01,24001,76184791,59571822,63656701,240-01-9699,240-01-9699-90,4G
240014484046871,467045990970,212686250765016,208.231.147.160,240,01,24001,63517902,80958698,56609004,240-01-7653,240-01-7653-55,5G
240010246888797,467045929536,534740126858141,119.85.181.44,240,01,24001,74943947,45220530,93759971,240-01-8092,240-01-8092-98,4G
240013316956851,467072395735,204555671922913,116.56.24.16,240,01,24001,53471699,65674138,93282078,240-01-6412,240-01-6412-57,4G
240014415970807,467099697492,465550500991304,9.26.176.143,240,01,24001,54281111,90110768,41493949,240-01-7478,240-01-7478-57,4G
240018175070043,467056637672,653202859112775,182.122.88.197,240,01,24001,60038055,64749713,48173205,240-01-3239,240-01-3239-79,3G
240011735467617,467042719681,494785766563847,32.150.58.51,240,01,24001,86932372,72310079,35045866,240-01-3613,240-01-3613-68,3G
240014676730388,467027851958,492092955453765,137.23.66.16,240,01,24001,47243126,68234985,35494256,240-01-7031,240-01-7031-53,4G
240015441176143,467061937207,949672415963730,16.157.63.162,240,01,24001,26125370,43693116,48160752,240-01-1665,240-01-1665-36,5G
240019698138125,467098242962,280549229121676,94.170.92.245,240,01,24001,51949021,29761075,30016622,240-01-3891,240-01-3891-81,4G
240011845629521,467025025767,935936036028887,158.81.41.82,240,01,24001,75455525,65930753,41131675,240-01-9878,240-01-9878-72,5G
240014766876086,467017525059,907154901194804,220.126.156.47,240,01,24001,64598612,59789468,99650861,240-01-4624,240-01-4624-56,5G
240012121570327,467018643159,408923940023403,151.81.99.113,240,01,24001,42631431,59327955,27143923,240-01-3581,240-01-3581-22,4G
240017971143013,467011561672,366619051689489,71.237.85.73,240,01,24001,12784062,20914375,44376554,240-01-9698,240-01-9698-36,3G
240016213878100,467000560031,806608191215555,70.69.133.66,240,01,24001,93894659,94054370,55001142,240-01-6404,240-01-6404-68,5G
240018851699159,467060899605,826366460843665,52.75.220.7,240,01,24001,37860950,50453803,56403344,240-01-3447,240-01-3447-62,5G
240014890724332,467016275302,599307375177233,184.147.42.11,240,01,24001,33308821,24109354,47536949,240-01-1656,240-01-1656-41,5G
240011343725547,467029140588,637703301583581,87.81.158.164,240,01,24001,86666709,81406503,98962617,240-01-8096,240-01-8096-14,3G
240018793515796,467006394883,643302894060400,103.53.64.101,240,01,24001,25578731,42177337,29393210,240-01-3548,240-01-3548-77,5G
240016020388702,467035073180,565629640717021,146.6.252.113,240,01,24001,83217995,16576822,81058187,240-01-5425,240-01-5425-84,3G
240012659052960,467030173534,432065678464006,56.244.152.213,240,01,24001,11614440,65363552,30901757,240-01-7209,240-01-7209-66,5G
