Timestamp,MCC,MNC,PLMN,TMSI,LMSI,TLLI,LAI,RAI,Network_Type,Device_Type
260304062157-0800,310,410,310,85117047,73472946,88047718,310-410,310-410,3G,Tablet
260227153750+0100,240,1,240,14326899,29966270,12842698,240-01,240-01,5G,Smartphone
260326100632+0100,234,38,234,62640621,55175863,55444113,234-38,234-38,4G,IoT Device
260228222407+0100,206,20,206,48607299,33442340,48870655,206-20,206-20,4G,Tablet
260305004803+0200,240,2,240,35462483,33673865,25740723,240-02,240-02,5G,Smartphone
260326001805-0500,310,120,310,90629586,81838541,81143992,310-120,310-120,4G,Smartphone
260318111700-0600,310,120,310,97229343,74524901,69234605,310-120,310-120,3G,Tablet
260310052332-0500,310,410,310,96882069,72771982,93487690,310-410,310-410,5G,IoT Device
260304122708+0200,240,4,240,17918690,31648073,22291943,240-04,240-04,4G,Smartphone
260314173233+0100,234,33,234,56716870,54115029,54554289,234-33,234-33,3G,Tablet
260225070815+0200,240,4,240,12206140,20378074,23360031,240-04,240-04,5G,IoT Device
260303224754-0800,310,480,310,79209048,74200018,85322215,310-480,310-480,5G,Tablet
260227045839+0100,240,4,240,26248771,25584092,16845876,240-04,240-04,5G,IoT Device
260303121238+0000,234,20,234,65663716,66735598,60352900,234-20,234-20,5G,Smartphone
260304085505-0500,310,120,310,72467316,82963715,98840015,310-120,310-120,4G,Smartphone
260302190319-0700,310,120,310,94807441,80040638,87573640,310-120,310-120,4G,IoT Device
260307170316-0700,310,480,310,75081189,83856641,78682939,310-480,310-480,4G,Smartphone
260317064657-0800,310,120,310,96689374,94215038,83351424,310-120,310-120,4G,Smartphone
260226213605+0000,234,33,234,53362085,63868092,61082814,234-33,234-33,5G,Smartphone
260304125934-0500,310,260,310,79548304,85245425,98145901,310-260,310-260,5G,Smartphone
260301065329+0200,206,10,206,41060389,40131621,44544139,206-10,206-10,4G,Tablet
260304134915+0200,240,8,240,33614472,22139485,12620692,240-08,240-08,5G,Smartphone
260321074410+0100,240,5,240,24216925,21560470,12139427,240-05,240-05,4G,Tablet
260226142301+0100,240,24,240,25456019,21615193,15205009,240-24,240-24,5G,Tablet
260326033815+0000,234,38,234,57949180,60125534,54807022,234-38,234-38,4G,Tablet
260302014215+0200,206,10,206,47783574,34499406,38033180,206-10,206-10,5G,Smartphone
260323003030+0200,206,5,206,43308763,38030614,43524707,206-05,206-05,3G,Smartphone
260308104915+0100,234,30,234,69118963,58245331,66753777,234-30,234-30,4G,Smartphone
260324210311+0100,234,30,234,50527870,50221873,67858087,234-30,234-30,3G,IoT Device
260309183132-0500,310,120,310,82725988,82655710,96944161,310-120,310-120,4G,Smartphone
260301172450+0100,240,4,240,18068907,29015159,23057928,240-04,240-04,5G,Smartphone
260314105812+0100,234,38,234,76778288,58269482,73927951,234-38,234-38,4G,Tablet
260226190709+0100,240,7,240,30067019,20886075,22926439,240-07,240-07,5G,Smartphone
260226185448+0200,240,16,240,25363287,13589397,14546274,240-16,240-16,5G,Smartphone
260227031744+0000,234,30,234,68308274,56037355,72874480,234-30,234-30,3G,IoT Device
260309044043+0200,240,5,240,15581393,31709712,11486350,240-05,240-05,5G,Smartphone
260314104655-0700,310,480,310,86204307,81687018,96954726,310-480,310-480,3G,Smartphone
260309154807+0200,240,24,240,10149318,33647003,17207361,240-24,240-24,4G,Tablet
260325025655+0200,206,1,206,36141954,42526073,48267869,206-01,206-01,4G,Smartphone
260304054850+0200,206,20,206,32773965,48971602,26035513,206-20,206-20,4G,Smartphone
260310190943+0200,206,1,206,56025879,37950590,32042342,206-01,206-01,5G,Smartphone
260225084002+0100,234,15,234,69375185,71219889,59016651,234-15,234-15,4G,IoT Device
260227064228-0800,310,480,310,98602555,86285237,88067975,310-480,310-480,5G,IoT Device
260301011944+0100,240,2,240,29920578,17589705,27429656,240-02,240-02,4G,Tablet
260323110205-0500,310,120,310,93037337,84843939,79579043,310-120,310-120,5G,Smartphone
260310052711+0100,240,4,240,26763208,31410490,29928976,240-04,240-04,5G,Smartphone
260315102205+0100,240,8,240,12805052,20398749,12651523,240-08,240-08,4G,Tablet
260317024918+0100,206,10,206,34259084,39018239,49593245,206-10,206-10,5G,Tablet
260325055923+0100,240,8,240,16004932,11186604,28551063,240-08,240-08,5G,Smartphone
260323183312-0600,310,410,310,85566796,82357212,98108874,310-410,310-410,5G,Smartphone
260305060303+0100,206,5,206,32510894,49860726,44052902,206-05,206-05,3G,Smartphone
260303043301+0200,240,4,240,13034021,15288694,20207760,240-04,240-04,4G,Smartphone
260312055117+0100,240,8,240,18684579,12516152,10731492,240-08,240-08,5G,IoT Device
260227202454+0100,240,24,240,26740024,23824164,28478045,240-24,240-24,5G,Tablet
260226094209-0500,310,120,310,77810200,75356119,71719901,310-120,310-120,3G,Smartphone
260316044054+0100,206,10,206,37342009,30668672,42664680,206-10,206-10,5G,IoT Device
260313151012-0500,310,410,310,92331537,89761887,76767648,310-410,310-410,4G,Smartphone
260228103034-0700,310,410,310,93259129,72274815,88520392,310-410,310-410,4G,IoT Device
260313104707+0000,234,38,234,53124074,61339739,69932357,234-38,234-38,3G,Tablet
260309232424-0500,310,480,310,73254340,70863546,78888379,310-480,310-480,5G,Smartphone
260324011337+0200,206,1,206,37634061,48575797,27046274,206-01,206-01,4G,Smartphone
260324011109-0800,310,480,310,88668484,83333021,86885999,310-480,310-480,4G,Smartphone
260317020908+0100,234,10,234,79849157,61123095,73169796,234-10,234-10,3G,Smartphone
260326070722+0100,206,20,206,43535359,34551652,51189785,206-20,206-20,3G,Tablet
260323002834+0100,240,5,240,15466265,29201794,17191338,240-05,240-05,4G,Smartphone
260323123447+0100,206,5,206,48839374,51721197,44923700,206-05,206-05,4G,Smartphone
260320131642+0100,234,38,234,71418249,65963024,72544165,234-38,234-38,3G,IoT Device
260305020337+0100,234,15,234,54020355,72840426,62806693,234-15,234-15,3G,Smartphone
260308132325+0100,234,10,234,62861964,50156670,51265851,234-10,234-10,5G,Smartphone
260303180645+0200,206,1,206,57246477,43535577,25641719,206-01,206-01,4G,Tablet
260307134251+0100,206,5,206,39058929,50897625,45321716,206-05,206-05,5G,Smartphone
260303182754+0200,206,1,206,56156559,47169982,27518200,206-01,206-01,3G,Smartphone
260306221831+0200,240,5,240,33149284,26047239,24151240,240-05,240-05,4G,Smartphone
260307144707+0100,206,5,206,53093557,53507570,45744659,206-05,206-05,3G,IoT Device
260325061239+0200,240,5,240,25035693,12953456,26725412,240-05,240-05,5G,Smartphone
260302103144-0700,310,120,310,70073717,81454044,88832973,310-120,310-120,3G,Smartphone
260226053019+0100,234,38,234,68563195,64522706,69633393,234-38,234-38,5G,Tablet
260318223045-0600,310,260,310,93836949,91813279,76932808,310-260,310-260,4G,Tablet
260308151803+0000,234,20,234,79126433,72666891,74813250,234-20,234-20,4G,Tablet
260226095506+0200,206,5,206,31363458,44378336,34365452,206-05,206-05,4G,Tablet
260308001159+0000,234,15,234,57422175,57158965,72257811,234-15,234-15,3G,Tablet
260315183755+0100,234,20,234,71861658,56459643,60747912,234-20,234-20,5G,Tablet
260318161100+0100,240,4,240,20616764,10566766,23069513,240-04,240-04,3G,Smartphone
260317020723+0100,240,2,240,14135085,11401674,10168773,240-02,240-02,5G,Smartphone
260313170814-0500,310,410,310,73356955,79567614,69684794,310-410,310-410,4G,IoT Device
260317093745+0200,206,20,206,32750580,39415908,53813648,206-20,206-20,5G,Smartphone
260309062003+0100,206,10,206,52235800,38015509,53453548,206-10,206-10,5G,Tablet
260305163217+0100,206,20,206,49131400,35833431,37638597,206-20,206-20,5G,Smartphone
260311004506-0700,310,120,310,86157017,92656939,97132706,310-120,310-120,4G,IoT Device
260312100019-0600,310,260,310,74788624,89550360,77206038,310-260,310-260,4G,Smartphone
260316201958+0000,234,38,234,67516897,64115813,62427804,234-38,234-38,4G,Smartphone
260227211156+0200,240,5,240,15193507,24296590,29641764,240-05,240-05,4G,Tablet
260317062223+0100,234,33,234,70603272,73389365,72970171,234-33,234-33,3G,Smartphone
260301120318+0100,240,16,240,27131143,27307833,17773587,240-16,240-16,5G,Smartphone
260315100439+0100,206,10,206,43661171,46986531,28572371,206-10,206-10,3G,Smartphone
260309122128+0200,240,8,240,19639838,13120878,23385890,240-08,240-08,5G,Tablet
260318151009+0000,234,33,234,70826144,60583635,66520201,234-33,234-33,3G,Smartphone
260304093744+0100,234,15,234,68406733,58819750,57957069,234-15,234-15,3G,IoT Device
260323204031+0100,234,33,234,67917482,74177992,60594048,234-33,234-33,3G,Tablet
260320102522-0700,310,410,310,86357575,94713717,94992972,310-410,310-410,3G,Smartphone
260226140703+0200,240,7,240,34419990,17872782,18443872,240-07,240-07,5G,Tablet
260310183646+0100,240,4,240,25676411,28138994,19140711,240-04,240-04,3G,IoT Device
260325135919-0600,310,260,310,80053260,70306439,93886024,310-260,310-260,4G,IoT Device
260321235812+0000,234,10,234,59131306,73503960,70896149,234-10,234-10,3G,IoT Device
260319092331-0600,310,410,310,88226497,85775508,77187220,310-410,310-410,3G,Tablet
260319151422+0200,206,20,206,51236900,44568047,35888865,206-20,206-20,5G,Tablet
260320012046+0100,240,7,240,10716482,33127391,22675822,240-07,240-07,5G,Smartphone
260305074013+0000,234,20,234,70794842,62216336,76038795,234-20,234-20,4G,Tablet
260304024744+0200,206,1,206,38587872,31647040,37292801,206-01,206-01,4G,Tablet
260301053522+0100,206,1,206,50982426,36002817,43737582,206-01,206-01,4G,IoT Device
260318063455-0500,310,410,310,85180141,85015601,91648296,310-410,310-410,4G,IoT Device
260307001141+0100,240,7,240,29142372,23415003,29094650,240-07,240-07,4G,Tablet
260303065251+0100,206,10,206,46857800,53413230,32408723,206-10,206-10,4G,IoT Device
260322184826+0100,206,20,206,50669423,54684913,42590836,206-20,206-20,5G,Smartphone
260311092308+0100,206,1,206,38155347,50837384,29955220,206-01,206-01,4G,IoT Device
260319162744+0000,234,20,234,63040767,72158435,59103665,234-20,234-20,3G,Smartphone
260313052844+0000,234,10,234,66819208,59256938,77242603,234-10,234-10,3G,IoT Device
260311172907+0200,240,16,240,14538320,24430563,14870506,240-16,240-16,5G,Smartphone
260225225129+0200,206,1,206,53090189,45992116,29499200,206-01,206-01,4G,Tablet
260318192215-0700,310,260,310,87990523,87623812,67584494,310-260,310-260,4G,Smartphone
260326120448+0200,240,24,240,14540138,23189130,23876747,240-24,240-24,5G,Smartphone
260314200723+0100,234,10,234,56001772,73892349,51721694,234-10,234-10,4G,Tablet
260316084424-0700,310,410,310,90795897,91093504,78934323,310-410,310-410,4G,Smartphone
260302124818+0100,240,4,240,35449090,24338608,28470744,240-04,240-04,4G,Smartphone
260303102120+0200,240,24,240,34467379,31201623,26701420,240-24,240-24,5G,Smartphone
260305101818-0600,310,260,310,70977017,75893134,78020165,310-260,310-260,3G,Smartphone
260304153544+0100,234,38,234,69158964,70323553,63071675,234-38,234-38,4G,Tablet
260319131527+0100,206,10,206,57586390,47319006,47706864,206-10,206-10,4G,Smartphone
260303192400+0100,206,1,206,39181730,33840653,25511930,206-01,206-01,5G,Smartphone
260319170029+0100,240,8,240,20483768,21151214,16648714,240-08,240-08,4G,Tablet
260322061218+0200,240,4,240,27043962,13453831,23612562,240-04,240-04,5G,Smartphone
260228205021+0200,240,2,240,13276721,24938977,15911418,240-02,240-02,5G,Smartphone
260311004705+0100,234,10,234,69553072,50272436,70518224,234-10,234-10,4G,IoT Device
260302024606-0600,310,410,310,99284150,92483686,73425461,310-410,310-410,5G,IoT Device
260320095813+0100,206,1,206,43785429,48326298,44339175,206-01,206-01,5G,Smartphone
260228074728+0000,234,10,234,64126956,61841846,76783926,234-10,234-10,3G,Tablet
260314083202+0100,234,15,234,55859068,69856510,74795625,234-15,234-15,5G,Tablet
260308233305+0200,206,10,206,55036657,47868434,32840372,206-10,206-10,5G,Smartphone
260314201614-0800,310,480,310,88374828,70354938,65568825,310-480,310-480,4G,Smartphone
260228031945+0100,240,16,240,19273893,24327185,20851641,240-16,240-16,4G,Smartphone
260320231437+0000,234,10,234,76079751,64961319,50629641,234-10,234-10,3G,Smartphone
260307115649-0600,310,120,310,72699681,85422937,84458796,310-120,310-120,4G,Smartphone
260227033632+0100,206,1,206,33965701,37102740,52081906,206-01,206-01,4G,Tablet
260322133917-0600,310,260,310,80879519,74053457,74216020,310-260,310-260,4G,Smartphone
260310020549+0000,234,10,234,54801231,71468988,59091564,234-10,234-10,3G,Smartphone
260318071321-0800,310,260,310,86693827,75916445,75721284,310-260,310-260,4G,Tablet
260315132501+0100,240,8,240,39188540,16709404,22600775,240-08,240-08,5G,Smartphone
260311004009+0100,206,20,206,35260936,51407701,45519477,206-20,206-20,5G,Smartphone
260306180110+0100,206,1,206,45181413,46619008,33070226,206-01,206-01,4G,IoT Device
260305104719+0100,240,16,240,29301494,16950680,12716534,240-16,240-16,4G,Smartphone
260314041507+0000,234,33,234,61583881,65180382,66315067,234-33,234-33,3G,Smartphone
260225223727+0200,240,7,240,34753414,31632020,10720826,240-07,240-07,4G,Smartphone
260311165946+0000,234,10,234,70757785,55395213,73884453,234-10,234-10,4G,Tablet
260307070015+0000,234,15,234,50144092,74779779,68325604,234-15,234-15,3G,Smartphone
260313180747+0100,234,30,234,52804799,68066118,64947092,234-30,234-30,4G,IoT Device
260227153605+0200,240,5,240,12888297,14819734,16972067,240-05,240-05,5G,Smartphone
260313174113+0100,234,33,234,55168186,58813978,60072013,234-33,234-33,5G,Tablet
260316110037-0500,310,410,310,81991866,75479735,68549275,310-410,310-410,4G,IoT Device
260227205731+0100,234,30,234,53436573,57310712,55186002,234-30,234-30,3G,Tablet
260306062543+0100,206,1,206,30631038,46248897,50411913,206-01,206-01,5G,Smartphone
260313162738-0500,310,260,310,86941942,89133923,69586021,310-260,310-260,5G,Tablet
260307151549+0100,240,5,240,33646845,19672778,28694251,240-05,240-05,4G,Tablet
260304145815+0100,240,8,240,22204082,16680230,21362592,240-08,240-08,4G,Smartphone
260306130917+0200,206,1,206,36009454,42839032,45286470,206-01,206-01,5G,Smartphone
260302195211+0000,234,20,234,79685613,73691415,55507766,234-20,234-20,4G,Tablet
260318193941-0800,310,260,310,70902608,90976653,87901337,310-260,310-260,4G,Smartphone
260326115540-0500,310,480,310,89137889,83096321,86637331,310-480,310-480,4G,Smartphone
260303214453+0200,240,2,240,36883330,27819539,25947360,240-02,240-02,5G,Tablet
260318074400-0600,310,410,310,87524459,76732630,89446059,310-410,310-410,5G,Tablet
260326072709-0600,310,260,310,79150695,74577852,66955677,310-260,310-260,5G,IoT Device
260316051335+0100,234,38,234,54102929,60516305,61049001,234-38,234-38,5G,IoT Device
260323061906-0600,310,480,310,88546470,82908061,85754657,310-480,310-480,3G,Smartphone
260311103804+0000,234,33,234,74468951,68378692,74755974,234-33,234-33,3G,IoT Device
260304154440+0100,234,38,234,63908192,62334594,56103190,234-38,234-38,4G,Smartphone
260321175300-0800,310,260,310,98921797,78932285,84324800,310-260,310-260,5G,Tablet
260314092455-0800,310,260,310,72451339,73197046,68942801,310-260,310-260,4G,IoT Device
260301132257+0200,240,5,240,18737775,13920568,20511583,240-05,240-05,5G,IoT Device
260227151725+0100,240,24,240,24814942,21962829,28819154,240-24,240-24,5G,Smartphone
260315063032-0800,310,480,310,75159848,70968867,70440061,310-480,310-480,3G,Smartphone
260320082734-0800,310,480,310,79560861,91715354,75343802,310-480,310-480,4G,Smartphone
260306000316+0200,240,24,240,31730206,33026277,15203275,240-24,240-24,5G,Smartphone
260306055002-0500,310,410,310,70545886,73823040,96063280,310-410,310-410,3G,IoT Device
260325121330+0100,206,20,206,40160281,50753395,52284198,206-20,206-20,4G,Tablet
260305003019+0100,234,20,234,56755796,59892900,69106915,234-20,234-20,3G,Smartphone
260302070621-0500,310,410,310,86602357,90894233,88270945,310-410,310-410,4G,IoT Device
260309080534-0800,310,120,310,73385767,83958118,98133329,310-120,310-120,4G,Smartphone
260305194001+0000,234,15,234,78239308,53722221,53553141,234-15,234-15,3G,Smartphone
260318040640+0100,240,2,240,31120515,32313538,18235978,240-02,240-02,4G,Smartphone
260324191034+0200,206,5,206,54211235,54920792,35525865,206-05,206-05,4G,Smartphone
260309200337+0000,234,20,234,50785903,50935874,76729416,234-20,234-20,5G,Tablet
260324080059+0000,234,20,234,53530829,61000718,67329247,234-20,234-20,3G,Smartphone
260226205358+0200,206,20,206,34265572,46265994,48862253,206-20,206-20,5G,Tablet
260310060902-0600,310,120,310,99831809,79512087,79467426,310-120,310-120,4G,IoT Device
260318014606+0200,206,1,206,31537454,52496362,54864892,206-01,206-01,4G,IoT Device
260310050847-0700,310,120,310,90362668,80751885,91964198,310-120,310-120,4G,IoT Device
260319024928+0200,240,1,240,20738809,14780182,23852034,240-01,240-01,4G,Smartphone
260227194256+0100,234,30,234,69067159,63648128,64964681,234-30,234-30,3G,IoT Device
260327013908+0100,240,4,240,20087749,13010339,23264231,240-04,240-04,5G,Tablet
260314085129+0100,240,7,240,28074072,11038426,24937653,240-07,240-07,5G,IoT Device
260311044315+0200,240,16,240,13722747,19306239,29095902,240-16,240-16,4G,Tablet
260302123756-0600,310,260,310,99655488,94200136,80069175,310-260,310-260,4G,IoT Device
260326034048+0200,240,16,240,37934652,11826463,21193371,240-16,240-16,4G,Smartphone
260307015632+0100,206,20,206,45213956,42882218,40576272,206-20,206-20,4G,Smartphone
260306232508-0500,310,410,310,80441744,89584578,74772707,310-410,310-410,4G,Tablet
260316230113+0200,206,10,206,33518111,45243848,54397221,206-10,206-10,4G,Smartphone
260310172605+0200,240,5,240,19532843,15843390,17346576,240-05,240-05,4G,Smartphone
260228132525+0000,234,20,234,70117531,64412976,71345415,234-20,234-20,3G,Smartphone
260316192832+0100,206,5,206,49501389,43453517,46411270,206-05,206-05,5G,Smartphone
260226165913+0100,240,5,240,22331654,26694774,20637440,240-05,240-05,5G,Smartphone
260315201516+0100,234,10,234,50286349,60048685,59457157,234-10,234-10,3G,Tablet
260305021426+0100,234,30,234,60253292,74756629,50324845,234-30,234-30,4G,IoT Device
260310052413-0700,310,410,310,91441392,80222205,71257331,310-410,310-410,4G,IoT Device
260225224446+0100,206,5,206,34359803,36901375,35393726,206-05,206-05,5G,Smartphone
260318090014-0800,310,260,310,78359577,76025641,93996170,310-260,310-260,4G,IoT Device
260313153452-0800,310,260,310,81531239,83399688,78046203,310-260,310-260,4G,Smartphone
260310221209-0500,310,120,310,82015405,75970683,79540640,310-120,310-120,4G,Smartphone
260312004726+0100,240,24,240,23947906,27196649,13613269,240-24,240-24,5G,Smartphone
260309130647+0100,234,33,234,53416297,73908576,67991266,234-33,234-33,3G,Tablet
260304092647+0200,206,1,206,32010682,34615596,37566927,206-01,206-01,5G,Tablet
260302191159-0700,310,260,310,72168182,86496777,69696608,310-260,310-260,4G,Smartphone
260323000334+0100,206,5,206,44810123,44183366,41954804,206-05,206-05,3G,Smartphone
260307064013-0600,310,480,310,86490450,83574621,92905218,310-480,310-480,4G,Smartphone
260321164521-0700,310,480,310,78532490,78301863,75833210,310-480,310-480,4G,Tablet
260322045634+0100,240,2,240,13250440,12343491,24020370,240-02,240-02,5G,IoT Device
260323005652-0700,310,480,310,70995447,89651032,80755827,310-480,310-480,4G,IoT Device
260307102658-0800,310,120,310,97053938,73361394,65207008,310-120,310-120,4G,IoT Device
260310174830-0800,310,260,310,90373372,76545696,74607401,310-260,310-260,3G,Tablet
260326120704+0100,240,24,240,39257471,17509690,29326416,240-24,240-24,5G,IoT Device
260304020730+0200,240,16,240,20725438,22248167,14238171,240-16,240-16,5G,Smartphone
260306150250+0100,206,20,206,59039075,36006922,53748725,206-20,206-20,5G,Smartphone
260308155613-0800,310,410,310,96989790,76565094,65612872,310-410,310-410,4G,Smartphone
260311223548+0000,234,38,234,59234717,71217591,71917603,234-38,234-38,5G,Tablet
260323040840-0700,310,120,310,96289043,87786790,97786925,310-120,310-120,3G,Smartphone
260228014509+0100,240,5,240,36266470,19844763,27921502,240-05,240-05,5G,Smartphone
260318180711-0600,310,480,310,91802627,75480088,91847530,310-480,310-480,5G,IoT Device
260227075011-0500,310,410,310,96107728,79168849,74820015,310-410,310-410,3G,Smartphone
260307054327+0200,206,1,206,49874629,34280612,33692645,206-01,206-01,5G,Smartphone
260322151352+0100,240,4,240,11926411,12838205,19591563,240-04,240-04,5G,Smartphone
260325165626-0500,310,480,310,86626484,82720309,76440985,310-480,310-480,4G,Tablet
260323060433+0000,234,20,234,79870030,74240848,56246416,234-20,234-20,5G,IoT Device
260304025941-0700,310,120,310,99647899,93797455,78318735,310-120,310-120,4G,Smartphone
260327000624+0100,240,7,240,24417166,30034909,10269404,240-07,240-07,4G,Tablet
260326102148-0800,310,410,310,84304354,70592616,78397848,310-410,310-410,3G,Smartphone
260310092431+0100,240,16,240,19400587,30351495,13381001,240-16,240-16,4G,Smartphone
260226110425-0600,310,410,310,88340148,90770541,88011493,310-410,310-410,4G,Smartphone
260307200313+0100,234,15,234,52516096,55553869,64688282,234-15,234-15,3G,Smartphone
260313002400-0800,310,480,310,97629063,77045504,72797032,310-480,310-480,3G,Smartphone
260302042054+0200,240,8,240,16842373,29517398,23269550,240-08,240-08,5G,Tablet
260315160906+0200,206,5,206,54386174,30395557,45243171,206-05,206-05,3G,Smartphone
260304010809+0200,240,16,240,31054931,28240622,14129729,240-16,240-16,5G,Tablet
260304174743+0100,240,2,240,11454478,30283868,15070174,240-02,240-02,4G,Tablet
260324024951+0200,206,10,206,36102622,42919040,36831586,206-10,206-10,4G,IoT Device
260227070827+0100,234,30,234,68735938,65902329,54482626,234-30,234-30,5G,Tablet
260316055946+0100,240,8,240,10418682,29098617,23975248,240-08,240-08,4G,Smartphone
260310185255+0100,206,20,206,47498671,42668820,29198778,206-20,206-20,5G,Smartphone
260322162142+0200,206,1,206,37110517,50035712,25368327,206-01,206-01,4G,Tablet
260314054440+0000,234,33,234,77095013,55039428,50794747,234-33,234-33,5G,Smartphone
260225174524-0800,310,120,310,73268404,70501362,74571235,310-120,310-120,3G,Smartphone
260305073510+0000,234,30,234,67195950,70959168,60524193,234-30,234-30,3G,IoT Device
260324093616+0000,234,38,234,63319259,64532907,56693136,234-38,234-38,3G,IoT Device
260320082937-0700,310,120,310,72804858,74755934,69647896,310-120,310-120,5G,Smartphone
260303153836+0100,234,10,234,60862662,72282254,77632202,234-10,234-10,5G,Tablet
260317095702+0000,234,15,234,60300050,66847183,77482808,234-15,234-15,3G,Smartphone
260315221756+0200,240,24,240,26656585,30932116,28278231,240-24,240-24,4G,Tablet
260306082331+0200,240,1,240,38211547,27413516,20652557,240-01,240-01,4G,Tablet
260319011533+0000,234,33,234,50860343,64677414,50387155,234-33,234-33,4G,Smartphone
260306211152+0100,206,1,206,33113084,32596489,41584111,206-01,206-01,5G,Smartphone
260301010655+0000,234,30,234,56470813,70337702,50991709,234-30,234-30,4G,Tablet
260313001026+0100,240,5,240,15558396,16906569,26368918,240-05,240-05,5G,Smartphone
260304185843-0800,310,480,310,77220382,92043738,89941700,310-480,310-480,4G,Tablet
260326022836+0000,234,20,234,76934987,66573683,66731950,234-20,234-20,3G,Smartphone
260321050027+0200,240,16,240,23433327,12676543,28671370,240-16,240-16,5G,Smartphone
260301071819+0100,234,33,234,58849214,61050446,73082818,234-33,234-33,3G,IoT Device
260326022340-0700,310,260,310,77129493,70440506,79504605,310-260,310-260,4G,Smartphone
260227185842-0800,310,260,310,99400267,73596142,72395341,310-260,310-260,4G,IoT Device
260313041732+0100,206,20,206,35927226,49932982,34258530,206-20,206-20,3G,Tablet
260314145036-0800,310,120,310,73162255,76210214,98771874,310-120,310-120,4G,Smartphone
260228075810-0700,310,260,310,87625109,86882794,76227630,310-260,310-260,4G,Smartphone
260315160202+0100,206,1,206,42060131,36922531,49976748,206-01,206-01,4G,Tablet
260324125640+0100,240,16,240,25647017,32847986,15040806,240-16,240-16,5G,Smartphone
260316032703+0000,234,20,234,69636886,52708444,59757696,234-20,234-20,3G,Smartphone
260316132445+0100,206,20,206,42615323,44659690,28222644,206-20,206-20,5G,Tablet
260325111606+0200,206,10,206,45529253,47381473,40442445,206-10,206-10,5G,Smartphone
260228133401+0100,240,1,240,30259852,14061241,27442350,240-01,240-01,4G,Smartphone
