Timestamp,MCC,MNC,PLMN,TMSI,LMSI,TLLI,LAI,RAI,Network_Type,Device_Type
260305004803+0200,240,02,24002,35462483,33673865,25740723,240-02-3626,240-02-3626-44,5G,Smartphone
260326001805-0500,310,120,310120,90629586,81838541,81143992,310-120-1311,310-120-1311-42,4G,Smartphone
260318111700-0600,310,120,310120,97229343,74524901,69234605,310-120-9576,310-120-9576-56,3G,Tablet
260310052332-0500,310,410,310410,96882069,72771982,93487690,310-410-4302,310-410-4302-15,5G,IoT Device
260304122708+0200,240,04,24004,17918690,31648073,22291943,240-04-9937,240-04-9937-47,4G,Smartphone
260314173233+0100,234,33,23433,56716870,54115029,54554289,234-33-1530,234-33-1530-87,3G,Tablet
260225070815+0200,240,04,24004,12206140,20378074,23360031,240-04-8292,240-04-8292-21,5G,IoT Device
260303224754-0800,310,480,310480,79209048,74200018,85322215,310-480-2208,310-480-2208-26,5G,Tablet
260227045839+0100,240,04,24004,26248771,25584092,16845876,240-04-3804,240-04-3804-94,5G,IoT Device
260303121238+0000,234,20,23420,65663716,66735598,60352900,234-20-6231,234-20-6231-54,5G,Smartphone
260304085505-0500,310,120,310120,72467316,82963715,98840015,310-120-7442,310-120-7442-74,4G,Smartphone
260302190319-0700,310,120,310120,94807441,80040638,87573640,310-120-3108,310-120-3108-22,4G,IoT Device
260307170316-0700,310,480,310480,75081189,83856641,78682939,310-480-1272,310-480-1272-57,4G,Smartphone
260317064657-0800,310,120,310120,96689374,94215038,83351424,310-120-3262,310-120-3262-76,4G,Smartphone
260226213605+0000,234,33,23433,53362085,63868092,61082814,234-33-9899,234-33-9899-58,5G,Smartphone
260304125934-0500,310,260,310260,79548304,85245425,98145901,310-260-1084,310-260-1084-80,5G,Smartphone
260301065329+0200,206,10,20610,41060389,40131621,44544139,206-10-4159,206-10-4159-24,4G,Tablet
260304134915+0200,240,08,24008,33614472,22139485,12620692,240-08-4871,240-08-4871-17,5G,Smartphone
260321074410+0100,240,05,24005,24216925,21560470,12139427,240-05-9792,240-05-9792-29,4G,Tablet
260226142301+0100,240,24,24024,25456019,21615193,15205009,240-24-1519,240-24-1519-46,5G,Tablet
260326033815+0000,234,38,23438,57949180,60125534,54807022,234-38-2848,234-38-2848-14,4G,Tablet
260302014215+0200,206,10,20610,47783574,34499406,38033180,206-10-5508,206-10-5508-17,5G,Smartphone
260323003030+0200,206,05,20605,43308763,38030614,43524707,206-05-6411,206-05-6411-92,3G,Smartphone
260308104915+0100,234,30,23430,69118963,58245331,66753777,234-30-8639,234-30-8639-78,4G,Smartphone
260324210311+0100,234,30,23430,50527870,50221873,67858087,234-30-9037,234-30-9037-68,3G,IoT Device
260309183132-0500,310,120,310120,82725988,82655710,96944161,310-120-9673,310-120-9673-45,4G,Smartphone
260301172450+0100,240,04,24004,18068907,29015159,23057928,240-04-2354,240-04-2354-73,5G,Smartphone
260314105812+0100,234,38,23438,76778288,58269482,73927951,234-38-3292,234-38-3292-98,4G,Tablet
260226190709+0100,240,07,24007,30067019,20886075,22926439,240-07-3526,240-07-3526-58,5G,Smartphone
260226185448+0200,240,16,24016,25363287,13589397,14546274,240-16-7353,240-16-7353-20,5G,Smartphone
260227031744+0000,234,30,23430,68308274,56037355,72874480,234-30-6443,234-30-6443-89,3G,IoT Device
260309044043+0200,240,05,24005,15581393,31709712,11486350,240-05-8183,240-05-8183-47,5G,Smartphone
260314104655-0700,310,480,310480,86204307,81687018,96954726,310-480-2735,310-480-2735-11,3G,Smartphone
260309154807+0200,240,24,24024,10149318,33647003,17207361,240-24-6225,240-24-6225-18,4G,Tablet
260325025655+0200,206,01,20601,36141954,42526073,48267869,206-01-2667,206-01-2667-78,4G,Smartphone
260304054850+0200,206,20,20620,32773965,48971602,26035513,206-20-3258,206-20-3258-83,4G,Smartphone
260310190943+0200,206,01,20601,56025879,37950590,32042342,206-01-5503,206-01-5503-38,5G,Smartphone
260225084002+0100,234,15,23415,69375185,71219889,59016651,234-15-3281,234-15-3281-36,4G,IoT Device
260227064228-0800,310,480,310480,98602555,86285237,88067975,310-480-2237,310-480-2237-91,5G,IoT Device
260301011944+0100,240,02,24002,29920578,17589705,27429656,240-02-8529,240-02-8529-12,4G,Tablet
260323110205-0500,310,120,310120,93037337,84843939,79579043,310-120-6629,310-120-6629-25,5G,Smartphone
260310052711+0100,240,04,24004,26763208,31410490,29928976,240-04-3017,240-04-3017-85,5G,Smartphone
260315102205+0100,240,08,24008,12805052,20398749,12651523,240-08-6185,240-08-6185-26,4G,Tablet
260317024918+0100,206,10,20610,34259084,39018239,49593245,206-10-7401,206-10-7401-85,5G,Tablet
260325055923+0100,240,08,24008,16004932,11186604,28551063,240-08-8034,240-08-8034-44,5G,Smartphone
260323183312-0600,310,410,310410,85566796,82357212,98108874,310-410-5067,310-410-5067-63,5G,Smartphone
260305060303+0100,206,05,20605,32510894,49860726,44052902,206-05-1104,206-05-1104-62,3G,Smartphone
260303043301+0200,240,04,24004,13034021,15288694,20207760,240-04-4879,240-04-4879-47,4G,Smartphone
260312055117+0100,240,08,24008,18684579,12516152,10731492,240-08-3430,240-08-3430-21,5G,IoT Device
260227202454+0100,240,24,24024,26740024,23824164,28478045,240-24-3110,240-24-3110-21,5G,Tablet
260226094209-0500,310,120,310120,77810200,75356119,71719901,310-120-5583,310-120-5583-59,3G,Smartphone
260316044054+0100,206,10,20610,37342009,30668672,42664680,206-10-9743,206-10-9743-17,5G,IoT Device
260313151012-0500,310,410,310410,92331537,89761887,76767648,310-410-4300,310-410-4300-26,4G,Smartphone
260228103034-0700,310,410,310410,93259129,72274815,88520392,310-410-3086,310-410-3086-32,4G,IoT Device
260313104707+0000,234,38,23438,53124074,61339739,69932357,234-38-1020,234-38-1020-16,3G,Tablet
260309232424-0500,310,480,310480,73254340,70863546,78888379,310-480-3703,310-480-3703-87,5G,Smartphone
260324011337+0200,206,01,20601,37634061,48575797,27046274,206-01-8758,206-01-8758-24,4G,Smartphone
260324011109-0800,310,480,310480,88668484,83333021,86885999,310-480-4860,310-480-4860-70,4G,Smartphone
260317020908+0100,234,10,23410,79849157,61123095,73169796,234-10-9561,234-10-9561-63,3G,Smartphone
260326070722+0100,206,20,20620,43535359,34551652,51189785,206-20-5400,206-20-5400-57,3G,Tablet
260323002834+0100,240,05,24005,15466265,29201794,17191338,240-05-4288,240-05-4288-17,4G,Smartphone
260323123447+0100,206,05,20605,48839374,51721197,44923700,206-05-5408,206-05-5408-93,4G,Smartphone
260320131642+0100,234,38,23438,71418249,65963024,72544165,234-38-2771,234-38-2771-71,3G,IoT Device
260305020337+0100,234,15,23415,54020355,72840426,62806693,234-15-3967,234-15-3967-47,3G,Smartphone
260308132325+0100,234,10,23410,62861964,50156670,51265851,234-10-3470,234-10-3470-27,5G,Smartphone
260303180645+0200,206,01,20601,57246477,43535577,25641719,206-01-6279,206-01-6279-77,4G,Tablet
260307134251+0100,206,05,20605,39058929,50897625,45321716,206-05-4460,206-05-4460-12,5G,Smartphone
260303182754+0200,206,01,20601,56156559,47169982,27518200,206-01-9381,206-01-9381-89,3G,Smartphone
260306221831+0200,240,05,24005,33149284,26047239,24151240,240-05-8483,240-05-8483-47,4G,Smartphone
260307144707+0100,206,05,20605,53093557,53507570,45744659,206-05-1960,206-05-1960-30,3G,IoT Device
260325061239+0200,240,05,24005,25035693,12953456,26725412,240-05-8895,240-05-8895-54,5G,Smartphone
260302103144-0700,310,120,310120,70073717,81454044,88832973,310-120-9148,310-120-9148-93,3G,Smartphone
260226053019+0100,234,38,23438,68563195,64522706,69633393,234-38-2741,234-38-2741-15,5G,Tablet
260318223045-0600,310,260,310260,93836949,91813279,76932808,310-260-3103,310-260-3103-23,4G,Tablet
260308151803+0000,234,20,23420,79126433,72666891,74813250,234-20-8870,234-20-8870-84,4G,Tablet
260226095506+0200,206,05,20605,31363458,44378336,34365452,206-05-9370,206-05-9370-99,4G,Tablet
260308001159+0000,234,15,23415,57422175,57158965,72257811,234-15-5178,234-15-5178-10,3G,Tablet
260315183755+0100,234,20,23420,71861658,56459643,60747912,234-20-5809,234-20-5809-37,5G,Tablet
260318161100+0100,240,04,24004,20616764,10566766,23069513,240-04-9814,240-04-9814-78,3G,Smartphone
260317020723+0100,240,02,24002,14135085,11401674,10168773,240-02-1745,240-02-1745-99,5G,Smartphone
260313170814-0500,310,410,310410,73356955,79567614,69684794,310-410-4441,310-410-4441-54,4G,IoT Device
260317093745+0200,206,20,20620,32750580,39415908,53813648,206-20-8383,206-20-8383-52,5G,Smartphone
260309062003+0100,206,10,20610,52235800,38015509,53453548,206-10-2252,206-10-2252-19,5G,Tablet
260305163217+0100,206,20,20620,49131400,35833431,37638597,206-20-3608,206-20-3608-32,5G,Smartphone
260311004506-0700,310,120,310120,86157017,92656939,97132706,310-120-9465,310-120-9465-42,4G,IoT Device
260312100019-0600,310,260,310260,74788624,89550360,77206038,310-260-7732,310-260-7732-12,4G,Smartphone
260316201958+0000,234,38,23438,67516897,64115813,62427804,234-38-6614,234-38-6614-68,4G,Smartphone
260227211156+0200,240,05,24005,15193507,24296590,29641764,240-05-8899,240-05-8899-58,4G,Tablet
260317062223+0100,234,33,23433,70603272,73389365,72970171,234-33-7939,234-33-7939-82,3G,Smartphone
260301120318+0100,240,16,24016,27131143,27307833,17773587,240-16-1086,240-16-1086-21,5G,Smartphone
260315100439+0100,206,10,20610,43661171,46986531,28572371,206-10-4919,206-10-4919-93,3G,Smartphone
260309122128+0200,240,08,24008,19639838,13120878,23385890,240-08-2917,240-08-2917-75,5G,Tablet
260318151009+0000,234,33,23433,70826144,60583635,66520201,234-33-3924,234-33-3924-70,3G,Smartphone
260304093744+0100,234,15,23415,68406733,58819750,57957069,234-15-9374,234-15-9374-45,3G,IoT Device
260323204031+0100,234,33,23433,67917482,74177992,60594048,234-33-6621,234-33-6621-56,3G,Tablet
260320102522-0700,310,410,310410,86357575,94713717,94992972,310-410-1781,310-410-1781-60,3G,Smartphone
260226140703+0200,240,07,24007,34419990,17872782,18443872,240-07-8598,240-07-8598-90,5G,Tablet
260310183646+0100,240,04,24004,25676411,28138994,19140711,240-04-7505,240-04-7505-23,3G,IoT Device
260325135919-0600,310,260,310260,80053260,70306439,93886024,310-260-8480,310-260-8480-90,4G,IoT Device
260321235812+0000,234,10,23410,59131306,73503960,70896149,234-10-9981,234-10-9981-57,3G,IoT Device
260319092331-0600,310,410,310410,88226497,85775508,77187220,310-410-1317,310-410-1317-29,3G,Tablet
260319151422+0200,206,20,20620,51236900,44568047,35888865,206-20-1206,206-20-1206-25,5G,Tablet
260320012046+0100,240,07,24007,10716482,33127391,22675822,240-07-2960,240-07-2960-60,5G,Smartphone
260305074013+0000,234,20,23420,70794842,62216336,76038795,234-20-1646,234-20-1646-72,4G,Tablet
260304024744+0200,206,01,20601,38587872,31647040,37292801,206-01-9830,206-01-9830-59,4G,Tablet
260301053522+0100,206,01,20601,50982426,36002817,43737582,206-01-4419,206-01-4419-93,4G,IoT Device
260318063455-0500,310,410,310410,85180141,85015601,91648296,310-410-8515,310-410-8515-99,4G,IoT Device
260307001141+0100,240,07,24007,29142372,23415003,29094650,240-07-1267,240-07-1267-76,4G,Tablet
260303065251+0100,206,10,20610,46857800,53413230,32408723,206-10-8905,206-10-8905-32,4G,IoT Device
260322184826+0100,206,20,20620,50669423,54684913,42590836,206-20-8300,206-20-8300-86,5G,Smartphone
260311092308+0100,206,01,20601,38155347,50837384,29955220,206-01-5362,206-01-5362-65,4G,IoT Device
260319162744+0000,234,20,23420,63040767,72158435,59103665,234-20-2823,234-20-2823-49,3G,Smartphone
260313052844+0000,234,10,23410,66819208,59256938,77242603,234-10-5792,234-10-5792-93,3G,IoT Device
260311172907+0200,240,16,24016,14538320,24430563,14870506,240-16-1482,240-16-1482-81,5G,Smartphone
260225225129+0200,206,01,20601,53090189,45992116,29499200,206-01-9732,206-01-9732-25,4G,Tablet
260318192215-0700,310,260,310260,87990523,87623812,67584494,310-260-7348,310-260-7348-72,4G,Smartphone
260326120448+0200,240,24,24024,14540138,23189130,23876747,240-24-1694,240-24-1694-41,5G,Smartphone
260314200723+0100,234,10,23410,56001772,73892349,51721694,234-10-3930,234-10-3930-68,4G,Tablet
260316084424-0700,310,410,310410,90795897,91093504,78934323,310-410-8311,310-410-8311-46,4G,Smartphone
260302124818+0100,240,04,24004,35449090,24338608,28470744,240-04-1902,240-04-1902-93,4G,Smartphone
260303102120+0200,240,24,24024,34467379,31201623,26701420,240-24-3204,240-24-3204-25,5G,Smartphone
260305101818-0600,310,260,310260,70977017,75893134,78020165,310-260-5759,310-260-5759-34,3G,Smartphone
260304153544+0100,234,38,23438,69158964,70323553,63071675,234-38-8849,234-38-8849-70,4G,Tablet
260319131527+0100,206,10,20610,57586390,47319006,47706864,206-10-6152,206-10-6152-14,4G,Smartphone
260303192400+0100,206,01,20601,39181730,33840653,25511930,206-01-8526,206-01-8526-59,5G,Smartphone
260319170029+0100,240,08,24008,20483768,21151214,16648714,240-08-6218,240-08-6218-44,4G,Tablet
260322061218+0200,240,04,24004,27043962,13453831,23612562,240-04-2522,240-04-2522-99,5G,Smartphone
260228205021+0200,240,02,24002,13276721,24938977,15911418,240-02-5949,240-02-5949-78,5G,Smartphone
260311004705+0100,234,10,23410,69553072,50272436,70518224,234-10-2781,234-10-2781-97,4G,IoT Device
260302024606-0600,310,410,310410,99284150,92483686,73425461,310-410-2022,310-410-2022-57,5G,IoT Device
260320095813+0100,206,01,20601,43785429,48326298,44339175,206-01-1257,206-01-1257-28,5G,Smartphone
260228074728+0000,234,10,23410,64126956,61841846,76783926,234-10-8917,234-10-8917-57,3G,Tablet
260314083202+0100,234,15,23415,55859068,69856510,74795625,234-15-1578,234-15-1578-98,5G,Tablet
260308233305+0200,206,10,20610,55036657,47868434,32840372,206-10-3873,206-10-3873-43,5G,Smartphone
260314201614-0800,310,480,310480,88374828,70354938,65568825,310-480-5302,310-480-5302-28,4G,Smartphone
260228031945+0100,240,16,24016,19273893,24327185,20851641,240-16-2600,240-16-2600-77,4G,Smartphone
260320231437+0000,234,10,23410,76079751,64961319,50629641,234-10-5543,234-10-5543-17,3G,Smartphone
260307115649-0600,310,120,310120,72699681,85422937,84458796,310-120-1619,310-120-1619-95,4G,Smartphone
260227033632+0100,206,01,20601,33965701,37102740,52081906,206-01-7294,206-01-7294-94,4G,Tablet
260322133917-0600,310,260,310260,80879519,74053457,74216020,310-260-2180,310-260-2180-14,4G,Smartphone
260310020549+0000,234,10,23410,54801231,71468988,59091564,234-10-3841,234-10-3841-52,3G,Smartphone
260318071321-0800,310,260,310260,86693827,75916445,75721284,310-260-3859,310-260-3859-88,4G,Tablet
260315132501+0100,240,08,24008,39188540,16709404,22600775,240-08-5670,240-08-5670-36,5G,Smartphone
260311004009+0100,206,20,20620,35260936,51407701,45519477,206-20-8936,206-20-8936-16,5G,Smartphone
260306180110+0100,206,01,20601,45181413,46619008,33070226,206-01-7745,206-01-7745-76,4G,IoT Device
260305104719+0100,240,16,24016,29301494,16950680,12716534,240-16-4571,240-16-4571-26,4G,Smartphone
260314041507+0000,234,33,23433,61583881,65180382,66315067,234-33-6963,234-33-6963-16,3G,Smartphone
260225223727+0200,240,07,24007,34753414,31632020,10720826,240-07-8405,240-07-8405-89,4G,Smartphone
260311165946+0000,234,10,23410,70757785,55395213,73884453,234-10-1361,234-10-1361-39,4G,Tablet
260307070015+0000,234,15,23415,50144092,74779779,68325604,234-15-3514,234-15-3514-30,3G,Smartphone
260313180747+0100,234,30,23430,52804799,68066118,64947092,234-30-5748,234-30-5748-83,4G,IoT Device
260227153605+0200,240,05,24005,12888297,14819734,16972067,240-05-9035,240-05-9035-50,5G,Smartphone
260313174113+0100,234,33,23433,55168186,58813978,60072013,234-33-6495,234-33-6495-18,5G,Tablet
260316110037-0500,310,410,310410,81991866,75479735,68549275,310-410-7834,310-410-7834-32,4G,IoT Device
260227205731+0100,234,30,23430,53436573,57310712,55186002,234-30-6832,234-30-6832-16,3G,Tablet
260306062543+0100,206,01,20601,30631038,46248897,50411913,206-01-7837,206-01-7837-68,5G,Smartphone
260313162738-0500,310,260,310260,86941942,89133923,69586021,310-260-2766,310-260-2766-14,5G,Tablet
260307151549+0100,240,05,24005,33646845,19672778,28694251,240-05-4138,240-05-4138-46,4G,Tablet
260304145815+0100,240,08,24008,22204082,16680230,21362592,240-08-9088,240-08-9088-24,4G,Smartphone
260306130917+0200,206,01,20601,36009454,42839032,45286470,206-01-4815,206-01-4815-64,5G,Smartphone
260302195211+0000,234,20,23420,79685613,73691415,55507766,234-20-2578,234-20-2578-19,4G,Tablet
260318193941-0800,310,260,310260,70902608,90976653,87901337,310-260-6119,310-260-6119-59,4G,Smartphone
260326115540-0500,310,480,310480,89137889,83096321,86637331,310-480-6654,310-480-6654-55,4G,Smartphone
260303214453+0200,240,02,24002,36883330,27819539,25947360,240-02-4373,240-02-4373-53,5G,Tablet
260318074400-0600,310,410,310410,87524459,76732630,89446059,310-410-2256,310-410-2256-93,5G,Tablet
260326072709-0600,310,260,310260,79150695,74577852,66955677,310-260-3465,310-260-3465-97,5G,IoT Device
260316051335+0100,234,38,23438,54102929,60516305,61049001,234-38-3883,234-38-3883-92,5G,IoT Device
260323061906-0600,310,480,310480,88546470,82908061,85754657,310-480-4571,310-480-4571-28,3G,Smartphone
260311103804+0000,234,33,23433,74468951,68378692,74755974,234-33-4872,234-33-4872-66,3G,IoT Device
260304154440+0100,234,38,23438,63908192,62334594,56103190,234-38-1448,234-38-1448-16,4G,Smartphone
260321175300-0800,310,260,310260,98921797,78932285,84324800,310-260-1339,310-260-1339-12,5G,Tablet
260314092455-0800,310,260,310260,72451339,73197046,68942801,310-260-8066,310-260-8066-36,4G,IoT Device
260301132257+0200,240,05,24005,18737775,13920568,20511583,240-05-8715,240-05-8715-55,5G,IoT Device
260227151725+0100,240,24,24024,24814942,21962829,28819154,240-24-5603,240-24-5603-56,5G,Smartphone
260315063032-0800,310,480,310480,75159848,70968867,70440061,310-480-2843,310-480-2843-28,3G,Smartphone
260320082734-0800,310,480,310480,79560861,91715354,75343802,310-480-5412,310-480-5412-86,4G,Smartphone
260306000316+0200,240,24,24024,31730206,33026277,15203275,240-24-8083,240-24-8083-49,5G,Smartphone
260306055002-0500,310,410,310410,70545886,73823040,96063280,310-410-8671,310-410-8671-65,3G,IoT Device
260325121330+0100,206,20,20620,40160281,50753395,52284198,206-20-1741,206-20-1741-20,4G,Tablet
260305003019+0100,234,20,23420,56755796,59892900,69106915,234-20-2435,234-20-2435-26,3G,Smartphone
260302070621-0500,310,410,310410,86602357,90894233,88270945,310-410-1129,310-410-1129-23,4G,IoT Device
260309080534-0800,310,120,310120,73385767,83958118,98133329,310-120-3643,310-120-3643-46,4G,Smartphone
260305194001+0000,234,15,23415,78239308,53722221,53553141,234-15-1770,234-15-1770-12,3G,Smartphone
260318040640+0100,240,02,24002,31120515,32313538,18235978,240-02-3736,240-02-3736-90,4G,Smartphone
260324191034+0200,206,05,20605,54211235,54920792,35525865,206-05-3260,206-05-3260-64,4G,Smartphone
260309200337+0000,234,20,23420,50785903,50935874,76729416,234-20-9647,234-20-9647-88,5G,Tablet
260324080059+0000,234,20,23420,53530829,61000718,67329247,234-20-7926,234-20-7926-74,3G,Smartphone
260226205358+0200,206,20,20620,34265572,46265994,48862253,206-20-2605,206-20-2605-28,5G,Tablet
260310060902-0600,310,120,310120,99831809,79512087,79467426,310-120-4483,310-120-4483-68,4G,IoT Device
260318014606+0200,206,01,20601,31537454,52496362,54864892,206-01-3004,206-01-3004-80,4G,IoT Device
260310050847-0700,310,120,310120,90362668,80751885,91964198,310-120-3713,310-120-3713-13,4G,IoT Device
260319024928+0200,240,01,24001,20738809,14780182,23852034,240-01-6569,240-01-6569-65,4G,Smartphone
260227194256+0100,234,30,23430,69067159,63648128,64964681,234-30-2981,234-30-2981-16,3G,IoT Device
260327013908+0100,240,04,24004,20087749,13010339,23264231,240-04-7116,240-04-7116-79,5G,Tablet
260314085129+0100,240,07,24007,28074072,11038426,24937653,240-07-8077,240-07-8077-36,5G,IoT Device
260311044315+0200,240,16,24016,13722747,19306239,29095902,240-16-6864,240-16-6864-59,4G,Tablet
260302123756-0600,310,260,310260,99655488,94200136,80069175,310-260-3875,310-260-3875-18,4G,IoT Device
260326034048+0200,240,16,24016,37934652,11826463,21193371,240-16-9723,240-16-9723-67,4G,Smartphone
260307015632+0100,206,20,20620,45213956,42882218,40576272,206-20-2567,206-20-2567-90,4G,Smartphone
260306232508-0500,310,410,310410,80441744,89584578,74772707,310-410-1425,310-410-1425-68,4G,Tablet
260316230113+0200,206,10,20610,33518111,45243848,54397221,206-10-6618,206-10-6618-47,4G,Smartphone
260310172605+0200,240,05,24005,19532843,15843390,17346576,240-05-1060,240-05-1060-91,4G,Smartphone
260228132525+0000,234,20,23420,70117531,64412976,71345415,234-20-5029,234-20-5029-32,3G,Smartphone
260316192832+0100,206,05,20605,49501389,43453517,46411270,206-05-9773,206-05-9773-47,5G,Smartphone
260226165913+0100,240,05,24005,22331654,26694774,20637440,240-05-4325,240-05-4325-67,5G,Smartphone
260315201516+0100,234,10,23410,50286349,60048685,59457157,234-10-3942,234-10-3942-66,3G,Tablet
260305021426+0100,234,30,23430,60253292,74756629,50324845,234-30-1194,234-30-1194-70,4G,IoT Device
260310052413-0700,310,410,310410,91441392,80222205,71257331,310-410-4694,310-410-4694-63,4G,IoT Device
260225224446+0100,206,05,20605,34359803,36901375,35393726,206-05-1525,206-05-1525-98,5G,Smartphone
260318090014-0800,310,260,310260,78359577,76025641,93996170,310-260-6084,310-260-6084-85,4G,IoT Device
260313153452-0800,310,260,310260,81531239,83399688,78046203,310-260-2565,310-260-2565-60,4G,Smartphone
260310221209-0500,310,120,310120,82015405,75970683,79540640,310-120-5105,310-120-5105-24,4G,Smartphone
260312004726+0100,240,24,24024,23947906,27196649,13613269,240-24-1782,240-24-1782-91,5G,Smartphone
260309130647+0100,234,33,23433,53416297,73908576,67991266,234-33-4105,234-33-4105-89,3G,Tablet
260304092647+0200,206,01,20601,32010682,34615596,37566927,206-01-6314,206-01-6314-90,5G,Tablet
260302191159-0700,310,260,310260,72168182,86496777,69696608,310-260-3484,310-260-3484-58,4G,Smartphone
260323000334+0100,206,05,20605,44810123,44183366,41954804,206-05-4345,206-05-4345-26,3G,Smartphone
260307064013-0600,310,480,310480,86490450,83574621,92905218,310-480-1324,310-480-1324-58,4G,Smartphone
260321164521-0700,310,480,310480,78532490,78301863,75833210,310-480-9020,310-480-9020-49,4G,Tablet
260322045634+0100,240,02,24002,13250440,12343491,24020370,240-02-7297,240-02-7297-60,5G,IoT Device
260323005652-0700,310,480,310480,70995447,89651032,80755827,310-480-3795,310-480-3795-32,4G,IoT Device
260307102658-0800,310,120,310120,97053938,73361394,65207008,310-120-1155,310-120-1155-17,4G,IoT Device
260310174830-0800,310,260,310260,90373372,76545696,74607401,310-260-1420,310-260-1420-87,3G,Tablet
